#Partida,,,,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 0100.227.99.133.10 2015,,24,OTROS TRABAJOS EXTERIORES. GRUA,115000.0,115000.0,,82688.94,32311.06,82688.94,82688.94,82688.94,82688.94
1 0100.230.01.130.00 2015,,12,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,164.26,-64.26,164.26,164.26,164.26,164.26
1 0100.230.01.132.00 2015,,18,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,271.7,-171.7,271.7,271.7,271.7,271.7
1 0100.230.01.133.10 2015,,25,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,202.86,-102.86,202.86,202.86,202.86,202.86
1 0100.421.03.441.10 2015,,364,CONSORC.AUTORID.TERRITOR.TTE GIPUZKOA,6833.0,6833.0,,4524.58,2308.42,4524.58,4524.58,4524.58,4524.58
1 0100.625.02.130.00 2015,,585,EQUIPOS POLICIA MUNICIPAL,,1135.39,,1135.39,,1135.39,1135.39,1135.39,1135.39
1 0200.120.01.151.00 2015,,32,RETRIBUCIONES BASICAS,113283.56,113283.56,,102004.68,11278.88,102004.68,102004.68,102004.68,102004.68
1 0200.121.05.151.00 2015,,594,OTRAS REMUNERACIONES,,5532.51,,5532.51,,5532.51,5532.51,5532.51,5532.51
1 0200.121.99.151.00 2015,,33,COMPLEMENTOS VARIOS,204474.16,204474.16,,212719.45,-8245.29,212719.45,212719.45,212719.45,212719.45
1 0200.130.03.151.00 2015,,34,REMUNERACIONES PERSONAL LABORAL FIJO,30386.7,30386.7,,,30386.7,,,,
1 0200.131.01.151.00 2015,,578,LABORAL EVENTUAL,,,,31847.1,-31847.1,31847.1,31847.1,31847.1,31847.1
1 0200.131.02.151.00 2015,,628,OTRAS REMUMERACIONES,,584.32,,584.32,,584.32,584.32,584.32,584.32
1 0200.160.01.151.00 2015,,35,SEGURIDAD SOCIAL,82897.54,82897.54,,89051.45,-6153.91,89051.45,89051.45,89051.45,89051.45
1 0200.160.04.151.00 2015,,36,CUOTAS ELKARKIDETZA,6115.34,6115.34,,9693.46,-3578.12,9693.46,9693.46,9693.46,9693.46
1 0200.200.01.172.00 2015,,112,TERRENOS/BIENES NATURAL.ARRENDAM.,500.0,500.0,,491.0,9.0,491.0,491.0,491.0,491.0
1 0200.226.03.152.20 2015,,568,PUBLICIDAD Y PROPAGANDA,10000.0,10000.0,,,10000.0,,,,
1 0200.226.90.152.20 2015,,37,OTROS GTOS REHAB.ENERG.EDIFIC.J.A.MOGEL,30000.0,30000.0,,,30000.0,,,,
1 0200.226.99.151.00 2015,,38,OTROS GASTOS DIVERSOS. EJECUC.SUBSID.,12000.0,12000.0,,3601.69,8398.31,3601.69,3601.69,3601.69,3601.69
1 0200.226.99.172.00 2015,,113,OTROS GASTOS DIVERSOS,16000.0,16000.0,,13932.3,2067.7,13932.3,13932.3,13932.3,13932.3
1 0200.226.99.172.00 2014,,524,OTROS GASTOS DIVERSOS,,11727.02,,,11727.02,,,,
1 0200.227.07.151.00 2015,,39,ESTUDIOS Y TRABAJOS TECNICOS,18000.0,18000.0,,13576.2,4423.8,13576.2,,,
1 0200.227.07.172.00 2015,,114,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,5000.0,5000.0,,2854.09,2145.91,2854.09,2854.09,2854.09,2854.09
1 0200.227.07.172.00 2014,,526,EST.Y TR.TECN.CONT.SUEL.CONTAM.AZITAIN,,1222.1,,1222.1,,1222.1,1222.1,1222.1,1222.1
1 0200.227.90.151.00 2015,,40,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,70000.0,52000.0,50000.0,1815.0,185.0,1815.0,1815.0,1815.0,1815.0
1 0200.227.90.151.00 2014,,506,ESTUDIO SUELOS CONTAMINADOS,,17908.0,,17908.0,,17908.0,17908.0,17908.0,17908.0
1 0200.227.99.151.00 2015,,41,CONTRATOS EXTERNOS. MEDICIONES,3000.0,3000.0,,,3000.0,,,,
1 0200.227.99.172.00 2015,,115,OTR.TRAB.EXTER.REDAC.PL.ESPEC.ARRATE,25000.0,43000.0,,43000.0,,,,,
1 0200.230.01.151.00 2015,,42,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,637.87,-537.87,637.87,637.87,637.87,637.87
1 0200.433.01.152.11 2015,,590,"TRANSFER. A IMESA, SA",,1940.81,,1940.81,,1940.81,1940.81,1940.81,1940.81
1 0200.480.01.152.20 2015,,44,A FAMILIAS. MANTTO.ASCENSORES ZONALES,28000.0,28000.0,,21433.39,6566.61,21433.39,21433.39,21433.39,21433.39
1 0200.480.01.152.30 2015,,569,A FAMILIAS,50000.0,50000.0,,,50000.0,,,,
1 0200.481.02.172.00 2015,,116,IHOBE.CUOTA ANUAL UDALSAREA,1000.0,1000.0,,,1000.0,,,,
1 0200.643.01.172.00 2015,,570,"INVESTIG, ESTUDIOS Y PROYECTOS",56000.0,56000.0,,17998.75,38001.25,17998.75,,,
1 0200.780.01.152.20 2011,,513,REHABILIT.INTEGRAL J.A. MOGEL,,154921.72,,154921.72,,154921.7,126495.7,126495.7,126495.7
1 0200.780.02.152.20 2015,,45,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,200000.0,200000.0,,198052.28,1947.72,198052.28,198052.28,198052.28,198052.28
1 0200.780.03.152.20 2015,,43,A FAMIL.REHAB.ENERGET.EDIF.J.A.MOGEL,133200.0,133200.0,,133200.0,,133200.0,133200.0,133200.0,133200.0
1 0200.780.03.152.20 2014,,514,SUBV.REHAB.ENERGET.EDIFIC. J.A.MOGEL,,106560.0,,106560.0,,106560.0,106560.0,106560.0,106560.0
1 0300.120.01.153.20 2015,,46,RETRIBUCIONES BASICAS,110523.08,110523.08,,109934.11,588.97,109934.11,109934.11,109934.11,109934.11
1 0300.121.05.153.20 2015,,595,OTRAS REMUNERACIONES,,6366.91,,6366.91,,6366.91,6366.91,6366.91,6366.91
1 0300.121.99.153.20 2015,,47,COMPLEMENTOS VARIOS,225973.38,225973.38,,225197.43,775.95,225197.43,225197.43,225197.43,225197.43
1 0300.160.01.153.20 2015,,48,SEGURIDAD SOCIAL,92842.14,92842.14,,88123.41,4718.73,88123.41,88123.41,88123.41,88123.41
1 0300.160.04.153.20 2015,,49,CUOTAS ELKARKIDETZA,7499.94,7499.94,,7499.94,,7499.94,7499.94,7499.94,7499.94
1 0300.230.01.153.20 2015,,50,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,234.58,-134.58,234.58,234.58,234.58,234.58
1 0300.601.07.153.20 2015,,51,ERREBAL,500000.0,500000.0,,500000.0,,5868.5,5868.5,5868.5,5868.5
1 0300.601.08.153.20 2015,,52,MEJORA ENTORNOS URBANOS,1805000.0,1533572.89,,1462276.87,71296.02,940601.38,186108.07,186108.07,186108.07
1 0300.601.09.153.20 2015,,53,REURBANIZAC.PARQUE INFERIOR DE TXOMO,757098.0,757098.0,,654311.19,102786.81,654311.19,652767.42,652767.42,652767.42
1 0300.601.09.153.20 2014,,507,REURBANIZ. PARQUE INFERIOR DE TXOMO,,132902.0,,132902.0,,132902.0,132902.0,132902.0,132902.0
1 0300.601.10.153.40 2015,,74,REFORM.VESTUARIOS/OFIC.BRIG.TORREKUA,100000.0,100000.0,,91764.15,8235.85,91764.15,90999.43,90999.43,90999.43
1 0300.601.14.153.20 2015,,54,OBRAS MENORES,504606.0,636391.83,,630632.77,5759.06,505883.79,320426.13,320426.13,320426.13
1 0300.601.14.153.20 2014,,508,OBRAS MENORES,,132223.65,,109597.2,22626.45,109597.2,109597.2,109597.2,109597.2
1 0300.601.17.134.00 2015,,31,ACCESIBILIDAD,585000.0,585000.0,,579949.58,5050.42,576969.35,434862.61,434862.61,434862.61
1 0300.601.17.153.20 2014,,509,ACCESIBILIDAD,,214.22,,214.22,,214.22,214.22,214.22,214.22
1 0300.601.21.323.00 2015,,198,OBRAS MENORES EN CENTROS DE ENSEÑANZA,49000.0,49000.0,,40899.45,8100.55,40899.45,40899.45,40899.45,40899.45
1 0300.601.23.153.20 2015,,55,ASFALTADOS,20000.0,22900.0,,22883.99,16.01,22883.99,22883.99,22883.99,22883.99
1 0300.601.23.153.20 2014,,510,ASFALTADOS,,140953.99,,136088.45,4865.54,136088.45,136088.45,136088.45,136088.45
1 0300.601.54.153.20 2015,,642,URBANIZACION TIBURZIO ANITUA,,16922.66,,16593.98,328.68,16593.98,16593.98,16593.98,16593.98
1 0300.601.54.153.20 2014,,511,URBANIZACION TIBURZIO ANITUA,,233532.28,,233532.28,,233532.28,231838.28,231838.28,231838.28
1 0300.643.01.153.20 2015,,56,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,177150.0,306119.36,,218146.78,87972.58,209858.28,84896.64,84896.64,84896.64
1 0300.643.01.153.20 2014,,512,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",,235010.67,,214827.39,20183.28,214827.39,214827.39,214827.39,214827.39
1 0300.714.02.153.20 2015,,57,COBERTURA TRAZADO FERROVIARIO EN EIBAR,400000.0,400000.0,,400000.0,,400000.0,400000.0,400000.0,400000.0
1 0400.120.01.153.40 2015,,61,RETRIBUCIONES BASICAS,58158.39,58158.39,,58179.08,-20.69,58179.08,58179.08,58179.08,58179.08
1 0400.120.01.165.00 2015,,91,RETRIBUCIONES BASICAS,10881.18,10881.18,,10881.18,,10881.18,10881.18,10881.18,10881.18
1 0400.121.05.153.40 2015,,596,OTRAS REMUNERACIONES,,3074.13,,3074.13,,3074.13,3074.13,3074.13,3074.13
1 0400.121.05.165.00 2015,,597,OTRAS REMUMERACIONES,,664.42,,664.42,,664.42,664.42,664.42,664.42
1 0400.121.99.153.40 2015,,62,COMPLEMENTOS VARIOS,137110.09,137110.09,,143047.24,-5937.15,143047.24,143047.24,143047.24,143047.24
1 0400.121.99.165.00 2015,,92,COMPLEMENTOS VARIOS,26542.48,26542.48,,26360.08,182.4,26360.08,26360.08,26360.08,26360.08
1 0400.130.01.164.00 2015,,81,RETRIBUCIONES BASICAS,28491.74,28491.74,,,28491.74,,,,
1 0400.130.01.165.00 2015,,93,RETRIBUCIONES BASICAS,73562.24,73562.24,,,73562.24,,,,
1 0400.130.02.153.40 2015,,618,OTRAS REMUMERACIONES,,7118.09,,7118.09,,7118.09,7118.09,7118.09,7118.09
1 0400.130.02.164.00 2015,,619,OTRAS REMUMERACIONES,,521.79,,521.79,,521.79,521.79,521.79,521.79
1 0400.130.02.165.00 2015,,620,OTRAS REMUMERACIONES,,1301.5,,1301.5,,1301.5,1301.5,1301.5,1301.5
1 0400.130.02.171.00 2015,,621,OTRAS REMUMERACIONES,,1991.08,,1991.08,,1991.08,1991.08,1991.08,1991.08
1 0400.130.02.323.00 2015,,622,OTRAS REMUMERACIONES,,2243.21,,2243.21,,2243.21,2243.21,2243.21,2243.21
1 0400.130.02.920.40 2015,,623,OTRAS REMUMERACIONES,,1357.65,,1357.65,,1357.65,1357.65,1357.65,1357.65
1 0400.130.03.153.40 2015,,63,REMUNERACIONES PERSONAL LABORAL FIJO,410042.56,410042.56,,404901.53,5141.03,404901.53,404901.53,404901.53,404901.53
1 0400.130.03.164.00 2015,,579,REMUN.PERSONAL LABORAL FIJO,,,,27135.37,-27135.37,27135.37,27135.37,27135.37,27135.37
1 0400.130.03.165.00 2015,,580,REMUN.PERSONAL LABORAL FIJO,,,,73379.84,-73379.84,73379.84,73379.84,73379.84,73379.84
1 0400.130.03.171.00 2015,,102,REMUNERACIONES PERSONAL LABORAL FIJO,114584.42,114584.42,,115218.18,-633.76,115218.18,115218.18,115218.18,115218.18
1 0400.130.03.323.00 2015,,188,REMUNERACIONES PERSONAL LABORAL FIJO,122390.29,122390.29,,128576.27,-6185.98,128576.27,128576.27,128576.27,128576.27
1 0400.130.03.920.40 2015,,433,REMUNERACIONES PERSONAL LABORAL FIJO,100621.61,100621.61,,79731.34,20890.27,79731.34,79731.34,79731.34,79731.34
1 0400.131.01.153.40 2015,,64,LABORAL EVENTUAL,154801.42,154801.42,,167004.97,-12203.55,167004.97,167004.97,167004.97,167004.97
1 0400.131.01.164.00 2015,,82,LABORAL EVENTUAL,47580.3,47580.3,,65329.82,-17749.52,65329.82,65329.82,65329.82,65329.82
1 0400.131.01.165.00 2015,,589,LABORAL EVENTUAL,,,,13451.31,-13451.31,13451.31,13451.31,13451.31,13451.31
1 0400.131.01.171.00 2015,,103,LABORAL EVENTUAL,50735.16,50735.16,,48386.96,2348.2,48386.96,48386.96,48386.96,48386.96
1 0400.131.01.323.00 2015,,643,LABORAL EVENTUAL,,,,2689.18,-2689.18,2689.18,2689.18,2689.18,2689.18
1 0400.131.01.920.40 2015,,581,LABORAL EVENTUAL,,,,3998.49,-3998.49,3998.49,3998.49,3998.49,3998.49
1 0400.131.02.153.40 2015,,629,OTRAS REMUMERACIONES,,2500.24,,2500.24,,2500.24,2500.24,2500.24,2500.24
1 0400.131.02.164.00 2015,,630,OTRAS REMUMERACIONES,,669.27,,669.27,,669.27,669.27,669.27,669.27
1 0400.131.02.171.00 2015,,631,OTRAS REMUMERACIONES,,560.14,,560.14,,560.14,560.14,560.14,560.14
1 0400.160.01.153.40 2015,,65,SEGURIDAD SOCIAL,258349.65,258349.65,,254152.21,4197.44,254152.21,254152.21,254152.21,254152.21
1 0400.160.01.164.00 2015,,83,SEGURIDAD SOCIAL,27692.51,27692.51,,18394.43,9298.08,18394.43,18394.43,18394.43,18394.43
1 0400.160.01.165.00 2015,,94,SEGURIDAD SOCIAL,41992.99,41992.99,,47086.25,-5093.26,47086.25,47086.25,47086.25,47086.25
1 0400.160.01.171.00 2015,,104,SEGURIDAD SOCIAL,57480.42,57480.42,,48201.32,9279.1,48201.32,48201.32,48201.32,48201.32
1 0400.160.01.323.00 2015,,189,SEGURIDAD SOCIAL,41915.56,41915.56,,44504.48,-2588.92,44504.48,44504.48,44504.48,44504.48
1 0400.160.01.920.40 2015,,434,SEGURIDAD SOCIAL,35588.3,35588.3,,27793.82,7794.48,27793.82,27793.82,27793.82,27793.82
1 0400.160.04.153.40 2015,,66,CUOTAS ELKARKIDETZA,14428.68,14428.68,,19368.12,-4939.44,19368.12,19368.12,19368.12,19368.12
1 0400.160.04.164.00 2015,,84,CUOTAS ELKARKIDETZA,949.48,949.48,,949.48,,949.48,949.48,949.48,949.48
1 0400.160.04.165.00 2015,,95,CUOTAS ELKARKIDETZA,2848.44,2848.44,,2848.44,,2848.44,2848.44,2848.44,2848.44
1 0400.160.04.171.00 2015,,105,CUOTAS ELKARKIDETZA,949.48,949.48,,1898.96,-949.48,1898.96,1898.96,1898.96,1898.96
1 0400.160.04.323.00 2015,,190,CUOTAS ELKARKIDETZA,2848.44,2848.44,,2848.44,,2848.44,2848.44,2848.44,2848.44
1 0400.160.04.920.40 2015,,435,CUOTAS ELKARKIDETZA,4747.4,4747.4,,3865.74,881.66,3865.74,3865.74,3865.74,3865.74
1 0400.210.01.153.40 2015,,67,INFRAESTRUCTURA Y BIENES NATURALES,125000.0,125000.0,,108393.01,16606.99,108393.01,96243.29,96243.29,96243.29
1 0400.210.01.153.40 2014,,515,INFRAESTRUCTURA Y BIENES NATURALES,,3425.65,,719.92,2705.73,719.92,719.92,719.92,719.92
1 0400.210.01.454.00 2015,,367,INFRAESTRUCTURA Y BIENES NATURALES,81000.0,81000.0,,67225.62,13774.38,67225.62,64041.69,64041.69,64041.69
1 0400.211.01.323.00 2015,,191,EDIFIC/OTRAS CONSTRUCCIONES. MANTTO.,36000.0,36000.0,,40414.4,-4414.4,40414.4,39113.65,39113.65,39113.65
1 0400.211.01.323.00 2014,,517,EDIF. Y OTR.CONST.MANTENIMIENTO,,19157.86,,18968.86,189.0,18968.86,18968.86,18968.86,18968.86
1 0400.211.01.333.10 2015,,226,EDIFICIOS Y OTRAS CONSTRUCCIONES,8000.0,11000.0,,10625.67,374.33,10625.67,10330.67,10330.67,10330.67
1 0400.211.01.333.10 2014,,530,EDIF. Y OTR.CONST.MANTTO. COLISEO,,2188.51,,,2188.51,,,,
1 0400.211.01.333.20 2015,,233,EDIFICIOS Y OTRAS CONSTRUCCIONES,16000.0,22500.0,,21523.57,976.43,21523.57,21523.57,21523.57,21523.57
1 0400.211.01.920.40 2015,,436,EDIFICIOS Y OTRAS CONSTRUCCIONES,41000.0,41000.0,,57859.23,-16859.23,57859.23,50699.58,50699.58,50699.58
1 0400.211.01.920.40 2014,,516,EDIF. Y OTR.CONST.MANTENIMIENTO,,12550.99,,9112.65,3438.34,9112.65,9112.65,9112.65,9112.65
1 0400.212.01.134.00 2015,,28,MAQUINARIA/INSTALAC/UTILLAJE. MANTTO,301000.0,301000.0,,256064.04,44935.96,256064.04,251290.59,251290.59,251290.59
1 0400.212.01.163.00 2015,,77,MAQUINARIA/INSTALAC/UTILLAJE,6180.0,6180.0,,5342.05,837.95,5342.05,5342.05,5342.05,5342.05
1 0400.212.01.164.00 2015,,85,MAQUIN/INSTAL/UTILLAJE.MANTTO,20000.0,20000.0,,11879.39,8120.61,11879.39,11879.39,11879.39,11879.39
1 0400.212.01.165.00 2015,,96,MAQUIN/INSTALAC/UTILLAJE.MANTTO,41200.0,57200.0,,54429.51,2770.49,54429.51,54429.51,54429.51,54429.51
1 0400.212.01.165.00 2014,,518,"MAQ., INST. Y UTILLAJ. MANTTO.",,11917.96,,10733.18,1184.78,10733.18,10733.18,10733.18,10733.18
1 0400.212.01.171.00 2015,,106,MAQUINARIA/INSTALAC/UTILLAJE,8000.0,8000.0,,3085.82,4914.18,3085.82,3085.82,3085.82,3085.82
1 0400.212.01.323.00 2015,,192,"MAQUINARIA, INSTALACIONES Y UTILLAJE",26810.0,26810.0,,8180.08,18629.92,8180.08,8180.08,8180.08,8180.08
1 0400.212.01.920.40 2015,,437,"MAQUINARIA, INSTALACIONES Y UTILLAJE",49000.0,55200.0,,42145.88,13054.12,42145.88,41284.05,41284.05,41284.05
1 0400.213.01.153.40 2015,,68,MATERIAL DE TRANSPORTE. MANTENIMIENTO,17510.0,25510.0,,23961.59,1548.41,23961.59,21156.35,21156.35,21156.35
1 0400.221.01.134.00 2015,,29,ENERGIA ELECTRICA,91711.0,91711.0,,76145.48,15565.52,76145.48,76145.48,76145.48,76145.48
1 0400.221.01.165.00 2015,,97,ENERGIA ELECTRICA,378000.0,378000.0,,311499.73,66500.27,311499.73,311499.73,311499.73,311499.73
1 0400.221.01.323.00 2015,,193,ENERGIA ELECTRICA,110000.0,110000.0,,100534.41,9465.59,100534.41,100534.41,100534.41,100534.41
1 0400.221.01.333.10 2015,,228,ENERGIA ELECTRICA,16400.0,21400.0,,19827.98,1572.02,19827.98,19827.98,19827.98,19827.98
1 0400.221.01.333.20 2015,,234,ENERGIA ELECTRICA,51000.0,56000.0,,56005.76,-5.76,56005.76,56005.76,56005.76,56005.76
1 0400.221.01.920.40 2015,,438,ENERGIA ELECTRICA,139000.0,139000.0,,66499.57,72500.43,66499.57,66499.57,66499.57,66499.57
1 0400.221.02.920.40 2015,,439,AGUA,65624.0,65624.0,,80549.64,-14925.64,80549.64,80549.64,80549.64,80549.64
1 0400.221.04.153.40 2015,,69,COMBUSTIBLES Y CARBURANTES VEHICULOS,22000.0,22000.0,,17205.76,4794.24,17205.76,17205.76,17205.76,17205.76
1 0400.221.04.163.00 2015,,78,COMBUSTIBLES Y CARBURANTES,4000.0,4000.0,,1289.04,2710.96,1289.04,1289.04,1289.04,1289.04
1 0400.221.04.323.00 2015,,194,COMBUSTIBLES Y CARBURANTES,85000.0,85000.0,,58647.34,26352.66,58647.34,58647.34,58647.34,58647.34
1 0400.221.04.333.10 2015,,229,COMBUSTIBLES Y CARBURANTES,15000.0,15000.0,,12178.1,2821.9,12178.1,12178.1,12178.1,12178.1
1 0400.221.04.333.20 2015,,235,COMBUSTIBLES Y CARBURANTES,20000.0,20000.0,,19871.04,128.96,19871.04,19871.04,19871.04,19871.04
1 0400.221.04.920.40 2015,,440,COMBUSTIBLES Y CARBURANTES,47000.0,47000.0,,23028.42,23971.58,23028.42,23028.42,23028.42,23028.42
1 0400.221.05.153.40 2015,,70,VESTUARIO,12500.0,12500.0,,10191.67,2308.33,10191.67,10191.67,10191.67,10191.67
1 0400.221.05.164.00 2015,,86,VESTUARIO,1500.0,1500.0,,1409.35,90.65,1409.35,1409.35,1409.35,1409.35
1 0400.221.05.323.00 2015,,195,VESTUARIO,1545.0,1545.0,,375.1,1169.9,375.1,375.1,375.1,375.1
1 0400.221.05.920.40 2015,,441,VESTUARIO,1500.0,1500.0,,506.01,993.99,506.01,506.01,506.01,506.01
1 0400.221.09.920.40 2015,,442,PRODUCTOS DE LIMPIEZA Y ASEO,15000.0,15000.0,,7005.92,7994.08,7005.92,7005.92,7005.92,7005.92
1 0400.221.96.153.30 2015,,58,MANTENIMIENTO URBANO,46500.0,46500.0,,34819.0,11681.0,34819.0,33428.0,33428.0,33428.0
1 0400.221.96.153.30 2014,,519,MANTENIMIENTO URBANO,,22446.95,,22446.95,,22446.95,22446.95,22446.95,22446.95
1 0400.221.96.442.00 2015,,365,MANTENIMIENTO.MARQUESINAS,5000.0,2000.0,,922.63,1077.37,922.63,922.63,922.63,922.63
1 0400.221.99.133.20 2015,,26,OTROS SUM.(SEMAFOROS/SEÑALES/HITOS),20000.0,20000.0,,18530.98,1469.02,18530.98,18530.98,18530.98,18530.98
1 0400.221.99.133.20 2014,,521,OTROS SUMINISTROS. SEMAFOR. Y SEÑALES,,3397.77,,3283.73,114.04,3283.73,3283.73,3283.73,3283.73
1 0400.221.99.171.00 2015,,107,OTROS SUMINISTROS,60000.0,60000.0,,49781.64,10218.36,49781.64,37587.85,37587.85,37587.85
1 0400.221.99.171.00 2014,,520,OTROS SUMINISTROS.,,657.03,,379.5,277.53,379.5,379.5,379.5,379.5
1 0400.222.01.920.40 2015,,443,TELEFONICAS,60000.0,60000.0,,49201.33,10798.67,49201.33,44777.45,44777.45,44777.45
1 0400.222.01.920.40 2014,,522,TELEFONICAS,,3998.98,,3998.98,,3998.98,3998.98,3998.98,3998.98
1 0400.224.01.920.40 2015,,444,DE EDIFICIOS Y LOCALES.SEGUROS,54320.3,54320.3,,52539.65,1780.65,52539.65,52539.65,52539.65,52539.65
1 0400.224.02.153.40 2015,,71,DE VEHICULOS. SEGUROS,8000.0,8000.0,,7896.76,103.24,7896.76,7896.76,7896.76,7896.76
1 0400.225.02.425.00 2015,,339,TRIBUTOS DEL TERRITORIO HISTORICO,5000.0,5000.0,,1765.56,3234.44,1765.56,1765.56,1765.56,1765.56
1 0400.226.80.153.40 2015,,584,GASTOS ALMACEN BRIGADA EN TEKNIKER,,46249.26,,46249.26,,46249.26,46249.26,46249.26,46249.26
1 0400.226.99.153.40 2015,,72,"ENGANCHES/CONS.FESTEJ-FERIAS,ETC.",15100.0,17100.0,,17869.97,-769.97,17869.97,17869.97,17869.97,17869.97
1 0400.226.99.153.40 2014,,523,OTR.GAST.DIV. TRASL.ALMACEN BRIGADA,,38807.76,,37510.07,1297.69,37510.07,37510.07,37510.07,37510.07
1 0400.226.99.165.00 2015,,98,OTROS GTOS DIV.INSPECC.ORGAN.CONTROL,34235.0,37235.0,,34064.61,3170.39,34064.61,33834.72,33834.72,33834.72
1 0400.226.99.171.00 2015,,108,OTR.GTOS DIV.DESBR.TALUDES/AJARDINAM.,60000.0,60000.0,,59289.94,710.06,59289.94,59289.94,59289.94,59289.94
1 0400.227.01.134.00 2015,,30,LIMPIEZA,35000.0,35000.0,,32752.8,2247.2,32752.8,32752.8,32752.8,32752.8
1 0400.227.01.153.30 2015,,59,LIMPIEZA,17969.0,17969.0,,13480.56,4488.44,13480.56,13480.56,13480.56,13480.56
1 0400.227.01.163.00 2015,,79,LIMPIEZA,109100.0,79100.0,,55223.05,23876.95,55223.05,55223.05,55223.05,55223.05
