#Partida,,,,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 0100.224.02.130.00 2022,,11.0,DE VEHICULOS. SEGUROS,3000.0,1224.26,0.0,0.0,1224.26,0.0,0.0,0.0,0.0
1 0100.226.99.132.00 2022,,1814.0,OTROS GASTOS DIVERSOS,1000.0,1000.0,0.0,75.53,924.47,75.53,75.53,75.53,75.53
1 0100.226.99.132.00 2021,,2103.0,OTROS GASTOS DIVERSOS,0.0,1592.62,0.0,0.0,1592.62,0.0,1592.62,1592.62,1592.62
1 0100.226.99.441.10 2022,,2099.0,OTROS TRABAJOS DIVERSOS,16000.0,16000.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0
1 0100.227.07.133.10 2022,,2070.0,ESTUDIOS Y TRABAJOS TECNICOS,30000.0,16859.71,0.0,0.0,16859.71,0.0,0.0,0.0,0.0
1 0100.227.08.441.10 2022,,363.0,CONTRATOS TRANSPORTE,275000.0,275000.0,0.0,220526.0,54474.0,220526.0,220526.0,220526.0,218697.45
1 0100.227.90.132.00 2022,,2068.0,OTROS GASTOS DIVERSOS,80000.0,3117.19,0.0,0.0,3117.19,0.0,0.0,0.0,0.0
1 0100.227.99.133.10 2022,,24.0,OTROS TRABAJOS EXTERIORES. GRUA,125000.0,125000.0,0.0,100000.0,25000.0,100000.0,96155.78,96155.78,81899.81
1 0100.230.01.130.00 2022,,12.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,2788.01,-2688.01,2788.01,2788.01,2788.01,2788.01
1 0100.230.01.132.00 2022,,18.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,1831.42,-1731.42,1831.42,1831.42,1831.42,1831.42
1 0100.230.01.133.10 2022,,25.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,456.9,-356.9,456.9,456.9,456.9,456.9
1 0100.421.03.441.10 2022,,364.0,CONSORC.AUTORID.TERRITOR.TTE GIPUZKOA,10000.0,10000.0,0.0,9484.0,516.0,9484.0,9484.0,9484.0,9484.0
1 0100.623.01.130.00 2022,,2034.0,MAQUINARIA RADAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0100.623.01.130.00 2021,,2104.0,MAQUINARIA RADAR,0.0,17787.0,0.0,0.0,17787.0,0.0,17787.0,17787.0,17787.0
1 0100.623.05.133.10 2022,,2071.0,EQUIPOS DE CONTROL DE VIGILANCIA,10000.0,10000.0,0.0,8926.93,1073.07,8926.93,8926.93,8926.93,0.0
1 0100.623.99.132.00 2022,,1816.0,EQUIPOS DE DEFENSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0100.625.01.130.00 2022,,1282.0,MOBILIARIO,1000.0,1000.0,0.0,788.92,211.08,788.92,0.0,0.0,0.0
1 0100.625.01.130.00 2021,,2105.0,MOBILIARIO,0.0,792.07,0.0,0.0,792.07,0.0,792.07,792.07,792.07
1 0100.625.01.132.00 2022,,1815.0,MOBILIARIO,1000.0,1000.0,0.0,938.96,61.04,938.96,0.0,0.0,0.0
1 0100.625.05.132.00 2022,,2023.0,EQUIPOS .DESFIBRILADORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0100.626.01.130.00 2022,,43.0,OTR.EQUIPOS. SISTEMA COMUNIC.TEATRA,1000.0,2775.74,0.0,2775.74,0.0,2775.74,0.0,0.0,0.0
1 0200.120.01.151.00 2022,,32.0,RETRIBUCIONES BASICAS,164516.64,164516.64,0.0,129808.97,34707.67,129808.97,129808.97,129808.97,129808.97
1 0200.120.01.172.00 2022,,782.0,RETRIBUCIONES BASICAS,17069.16,17069.16,0.0,15507.46,1561.7,15507.46,15507.46,15507.46,15507.46
1 0200.121.99.151.00 2022,,33.0,COMPLEMENTOS VARIOS,360794.07,360794.07,0.0,281506.67,79287.4,281506.67,281506.67,281506.67,281506.67
1 0200.121.99.172.00 2022,,783.0,COMPLEMENTOS VARIOS,22883.66,22883.66,0.0,25178.63,-2294.97,25178.63,25178.63,25178.63,25178.63
1 0200.160.01.151.00 2022,,35.0,SEGURIDAD SOCIAL,107644.78,107644.78,0.0,92718.04,14926.74,92718.04,92718.04,92718.04,92718.04
1 0200.160.01.172.00 2022,,784.0,SEGURIDAD SOCIAL,13396.95,13396.95,0.0,12343.72,1053.23,12343.72,12343.72,12343.72,12343.72
1 0200.160.04.151.00 2022,,36.0,CUOTAS ELKARKIDETZA,10349.0,10349.0,0.0,8797.5,1551.5,8797.5,8797.5,8797.5,8797.5
1 0200.160.04.172.00 2022,,983.0,CUOTAS ELKARKIDETZA,1478.41,1478.41,0.0,1478.4,0.01,1478.4,1478.4,1478.4,1478.4
1 0200.201.01.152.20 2022,,1545.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,9232.36,9232.36,0.0,9232.36,0.0,9232.36,7692.8,7692.8,7395.42
1 0200.212.01.151.00 2022,,1817.0,"MAQUINARIA,INSTALACIONES Y UTILLAJE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.220.01.152.20 2022,,1546.0,ORDINARIO NO INVENTARIABLE,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
1 0200.221.01.152.20 2022,,1547.0,ENERGIA ELECTRICA. LOCAL TXONTA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0200.224.01.152.20 2022,,1235.0,SEGUROS,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0200.226.99.151.00 2022,,38.0,OTROS GASTOS DIVERSOS. EJECUC.SUBSID.,180000.0,180000.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0
1 0200.226.99.172.00 2022,,113.0,OTROS GASTOS DIVERSOS,22500.0,22500.0,0.0,33014.18,-10514.18,33014.18,29118.45,29118.45,25795.02
1 0200.226.99.172.00 2021,,2106.0,OTROS GASTOS DIVERSOS,0.0,5370.3,0.0,0.0,5370.3,0.0,5243.85,5243.85,5243.85
1 0200.227.05.172.00 2022,,2075.0,TERRENOS/B.NATURALES CONVENIO CUSTODIA,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0200.227.07.151.00 2022,,39.0,ESTUDIOS Y TRABAJOS TECNICOS,70000.0,95000.0,0.0,124285.82,-29285.82,41115.8,0.0,0.0,0.0
1 0200.227.07.151.00 2021,,2107.0,ESTUDIOS Y TRABAJOS TECNICOS,0.0,6413.0,0.0,0.0,6413.0,0.0,6413.0,6413.0,6413.0
1 0200.227.07.172.00 2022,,114.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,223000.0,88847.58,0.0,36402.85,52444.73,36402.85,8209.85,8209.85,8209.85
1 0200.227.07.172.00 2020,,2108.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,0.0,8639.99,0.0,0.0,8639.99,0.0,8639.98,8639.98,8639.98
1 0200.227.90.151.00 2022,,40.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,32000.0,32000.0,0.0,1747.89,30252.11,1747.89,1747.69,1747.69,1747.69
1 0200.227.90.151.00 2021,,2111.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,0.0,31460.0,0.0,0.0,31460.0,14520.0,0.0,0.0,0.0
1 0200.227.90.151.00 2020,,2110.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,0.0,7259.72,0.0,0.0,7259.72,0.0,7259.52,7259.52,7259.52
1 0200.227.90.151.00 2019,,2109.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,0.0,19844.0,0.0,0.0,19844.0,0.0,19844.0,19844.0,19844.0
1 0200.227.90.172.00 2022,,1247.0,TRABAJOS EXTERIORES,7112.38,7112.38,0.0,11602.11,-4489.73,11602.11,6745.87,6745.87,2131.63
1 0200.227.90.172.00 2021,,2112.0,TRABAJOS EXTERIORES,0.0,2984.31,0.0,0.0,2984.31,0.0,2984.31,2984.31,2984.31
1 0200.227.99.151.00 2022,,41.0,CONTRATOS EXTERNOS. MEDICIONES,1500.0,1500.0,0.0,72.42,1427.58,72.42,72.42,72.42,72.42
1 0200.227.99.172.00 2022,,115.0,OTROS TRABAJOS EXTERIORES,193500.0,103500.0,0.0,55743.56,47756.44,55743.56,47220.06,47220.06,39712.66
1 0200.227.99.172.00 2021,,2114.0,OTROS TRABAJOS EXTERIORES,0.0,4333.07,0.0,0.0,4333.07,0.0,3984.59,3984.59,3984.59
1 0200.227.99.172.00 2020,,2113.0,OTROS TRABAJOS EXTERIORES,0.0,1341.93,0.0,0.0,1341.93,0.0,1341.93,1341.93,1341.93
1 0200.230.01.151.00 2022,,42.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,218.49,-118.49,218.49,218.49,218.49,218.49
1 0200.230.01.172.00 2022,,986.0,"DIETAS, LOCOMOC. Y TRASLADO PERSONAL",100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.20 2022,,44.0,A FAMILIAS. MANTTO.ASCENSORES ZONALES,6000.0,6000.0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0
1 0200.480.01.152.30 2022,,569.0,A FAMILIAS,18000.0,18000.0,0.0,18000.0,0.0,13620.0,5300.0,5300.0,5300.0
1 0200.480.01.152.30 2021,,2115.0,A FAMILIAS,0.0,12440.0,0.0,0.0,12440.0,-730.0,2130.0,2130.0,2130.0
1 0200.481.01.172.00 2022,,2073.0,A INSITUCIONES SIN FINES DE LUCRO,8450.0,8450.0,0.0,8450.0,0.0,8450.0,0.0,0.0,0.0
1 0200.481.21.152.20 2022,,845.0,AYUDAS ASOCIAC.CUADRILLAS LOCALES,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 0200.600.01.172.00 2022,,2074.0,INVERSIONES EN TERRENOS,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.600.04.151.00 2022,,1544.0,ADQUISICIONES DESTINADAS PATRIMONIO SUEL,500000.0,3178926.5,0.0,3178895.17,31.33,2613105.17,2613105.17,2613105.17,2589136.5
1 0200.600.04.151.00 2021,,2116.0,ADQUISICIONES DESTINADAS PATRIMONIO SUEL,0.0,354949.18,0.0,0.0,354949.18,79949.18,354949.18,354949.18,354949.18
1 0200.601.16.172.00 2022,,987.0,OBRAS VARIAS. MEDIO AMBIENTE,60000.0,40000.0,0.0,39403.78,596.22,39403.78,9825.81,9825.81,9825.81
1 0200.601.16.172.00 2021,,2117.0,OBRAS VARIAS. MEDIO AMBIENTE,0.0,7999.31,0.0,0.0,7999.31,0.0,7999.31,7999.31,7999.31
1 0200.625.02.172.00 2022,,2018.0,EQUIPOS MEDIDORES DEL AIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.771.05.152.20 2022,,1818.0,AYUDAS A LA DEMOLICION DE RUINAS INDUSTR,150000.0,150000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0
1 0200.780.02.152.20 2022,,45.0,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,250000.0,250000.0,0.0,240000.0,10000.0,95238.34,95238.34,95238.34,95238.34
1 0200.780.02.152.20 2020,,2118.0,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,0.0,400000.0,0.0,0.0,400000.0,50000.0,0.0,0.0,0.0
1 0200.780.04.152.20 2018,,2119.0,A FAM. REHAB. EDIF. EN BARRIO TXONTA,0.0,1653970.73,0.0,0.0,1653970.73,281037.57,908942.93,908942.93,908942.93
1 0300.120.01.153.20 2022,,46.0,RETRIBUCIONES BASICAS,179907.92,179907.92,0.0,153305.04,26602.88,153305.04,153305.04,153305.04,153305.04
1 0300.121.99.153.20 2022,,47.0,COMPLEMENTOS VARIOS,298427.93,298427.93,0.0,310177.1,-11749.17,310177.1,310177.1,310177.1,310177.1
1 0300.131.01.153.20 2022,,1279.0,LABORAL EVENTUAL,0.0,0.0,0.0,13312.88,-13312.88,13312.88,13312.88,13312.88,13312.88
1 0300.160.01.153.20 2022,,48.0,SEGURIDAD SOCIAL,116920.19,116920.19,0.0,99598.26,17321.93,99598.26,99598.26,99598.26,99598.26
1 0300.160.04.153.20 2022,,49.0,CUOTAS ELKARKIDETZA,8007.51,8007.51,0.0,9220.82,-1213.31,9220.82,9220.82,9220.82,9220.82
1 0300.211.01.153.20 2022,,2315.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,25200.0,0.0,24418.57,781.43,15418.57,1791.37,1791.37,145.2
1 0300.230.01.153.20 2022,,50.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0300.601.07.153.20 2022,,51.0,ERREBAL,75000.0,55163.96,0.0,54814.23,349.73,54814.23,54814.23,54814.23,54814.23
1 0300.601.07.153.20 2021,,2120.0,ERREBAL,0.0,203718.87,0.0,0.0,203718.87,156879.97,202958.89,202958.89,202958.89
1 0300.601.08.153.20 2022,,52.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,3914376.01,4107077.7,0.0,4077754.72,29322.98,1394835.66,359426.37,285302.13,239573.23
1 0300.601.08.153.20 2021,,2122.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,0.0,616462.0,0.0,0.0,616462.0,0.0,541647.32,541647.32,435520.53
1 0300.601.08.153.20 2020,,2121.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,0.0,107134.38,0.0,0.0,107134.38,4179.18,44399.98,44399.98,44399.98
1 0300.601.08.454.00 2022,,2040.0,ACCESIBILIDAD MIRABASO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.08.454.00 2021,,2123.0,ACCESIBILIDAD MIRABASO,0.0,278601.16,0.0,0.0,278601.16,252771.76,257853.76,257853.76,152627.99
1 0300.601.14.153.20 2022,,54.0,OBRAS MENORES,633000.0,697107.87,0.0,690551.22,6556.65,654678.67,236387.23,236387.23,217809.93
1 0300.601.14.153.20 2021,,2124.0,OBRAS MENORES,0.0,73713.85,0.0,0.0,73713.85,0.0,65726.82,65726.82,65726.82
1 0300.601.20.153.20 2022,,1285.0,OBRAS EN EDIFICIOS MUNICIPALES,171000.0,250523.15,0.0,249953.26,569.89,175253.4,127831.5,127831.5,127831.5
1 0300.601.20.153.20 2021,,2125.0,OBRAS EN EDIFICIOS MUNICIPALES,0.0,1447155.87,0.0,0.0,1447155.87,1267949.57,755816.53,755393.03,603036.77
1 0300.601.21.323.00 2022,,198.0,OBRAS MENORES EN CENTROS DE ENSEÑANZA,388000.0,450199.68,0.0,411332.73,38866.95,411332.73,369706.78,369283.28,365105.92
1 0300.601.21.323.00 2021,,2126.0,OBRAS MENORES EN CENTROS DE ENSEÑANZA,0.0,181.5,0.0,0.0,181.5,0.0,0.0,0.0,0.0
1 0300.601.23.153.20 2022,,55.0,ASFALTADOS,290000.0,164000.0,0.0,161783.4,2216.6,968.0,0.0,0.0,0.0
1 0300.601.23.153.20 2021,,2127.0,ASFALTADOS,0.0,199709.58,0.0,0.0,199709.58,190804.35,192002.23,192002.23,192002.23
1 0300.601.37.454.00 2022,,369.0,INFRAESTRUCTURA RURAL,125000.0,125000.0,0.0,124616.71,383.29,124616.71,73705.24,73705.24,73705.24
1 0300.601.37.454.00 2021,,2128.0,INFRAESTRUCTURA RURAL,0.0,31677.87,0.0,0.0,31677.87,0.0,31677.87,31677.87,31677.87
1 0300.601.53.153.20 2022,,2039.0,ACONDICIONAMIENTO APARCAMIENTO LEGARRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.53.153.20 2021,,2129.0,ACONDICIONAMIENTO APARCAMIENTO LEGARRE,0.0,718747.44,0.0,0.0,718747.44,650482.04,668027.04,659254.54,482170.48
1 0300.625.01.153.20 2022,,1548.0,MOBILIARIO,20000.0,112706.4,0.0,112096.53,609.87,34596.53,13706.4,13706.4,10253.06
1 0300.625.08.153.20 2022,,2316.0,ELECTRODOMESTICOS,0.0,10000.0,0.0,7026.57,2973.43,7026.57,0.0,0.0,0.0
1 0300.626.01.153.20 2022,,2317.0,EQUIPOS PARA PROCESOS DE INFORMACION,0.0,9000.0,0.0,8289.71,710.29,8289.71,0.0,0.0,0.0
1 0300.629.01.153.20 2022,,2318.0,AUDIOVISUALES,0.0,29500.0,0.0,29228.35,271.65,5228.35,5228.35,5228.35,0.0
1 0300.643.01.153.20 2022,,56.0,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,366000.0,599062.08,0.0,553059.93,46002.15,321807.15,142966.33,136613.83,135464.33
1 0300.643.01.153.20 2021,,2131.0,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,0.0,117609.1,0.0,-5445.0,123054.1,-5445.0,109638.1,91609.1,91609.1
1 0300.643.01.153.20 2020,,2130.0,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,0.0,63762.86,0.0,0.0,63762.86,0.0,34969.0,34969.0,0.0
1 0400.120.01.153.40 2022,,61.0,RETRIBUCIONES BASICAS,147551.68,147551.68,0.0,69548.86,78002.82,69548.86,69548.86,69548.86,69548.86
1 0400.120.01.165.00 2022,,91.0,RETRIBUCIONES BASICAS,15290.57,15290.57,0.0,12977.93,2312.64,12977.93,12977.93,12977.93,12977.93
1 0400.121.99.153.40 2022,,62.0,COMPLEMENTOS VARIOS,121680.39,121680.39,0.0,166648.77,-44968.38,166648.77,166648.77,166648.77,166648.77
1 0400.121.99.165.00 2022,,92.0,COMPLEMENTOS VARIOS,28586.76,28586.76,0.0,30404.1,-1817.34,30404.1,30404.1,30404.1,30404.1
1 0400.130.03.153.40 2022,,63.0,REMUNERACIONES PERSONAL LABORAL FIJO,357596.33,357596.33,0.0,260183.32,97413.01,260183.32,260183.32,260183.32,260183.32
1 0400.130.03.165.00 2022,,580.0,REMUN.PERSONAL LABORAL FIJO,88045.3,88045.3,0.0,66138.64,21906.66,66138.64,66138.64,66138.64,66138.64
1 0400.130.03.171.00 2022,,102.0,REMUNERACIONES PERSONAL LABORAL FIJO,33318.83,33318.83,0.0,135259.47,-101940.64,135259.47,135259.47,135259.47,135259.47
1 0400.130.03.323.00 2022,,188.0,REMUNERACIONES PERSONAL LABORAL FIJO,150862.18,150862.18,0.0,41052.64,109809.54,41052.64,41052.64,41052.64,41052.64
1 0400.130.03.920.40 2022,,433.0,REMUNERACIONES PERSONAL LABORAL FIJO,113005.07,113005.07,0.0,78736.49,34268.58,78736.49,78736.49,78736.49,78736.49
1 0400.131.01.153.40 2022,,64.0,LABORAL EVENTUAL,359845.26,359845.26,0.0,489089.97,-129244.71,489089.97,489089.97,489089.97,489089.97
1 0400.131.01.164.00 2022,,82.0,LABORAL EVENTUAL,88478.81,88478.81,0.0,86732.86,1745.95,86732.86,86732.86,86732.86,86732.86
1 0400.131.01.165.00 2022,,1541.0,LABORAL EVENTUAL,0.0,0.0,0.0,28009.11,-28009.11,28009.11,28009.11,28009.11,28009.11
1 0400.131.01.171.00 2022,,103.0,LABORAL EVENTUAL,130226.61,130226.61,0.0,79980.35,50246.26,79980.35,79980.35,79980.35,79980.35
1 0400.131.01.323.00 2022,,643.0,LABORAL EVENTUAL,0.0,0.0,0.0,80134.39,-80134.39,80134.39,80134.39,80134.39,80134.39
1 0400.131.01.920.40 2022,,811.0,LABORAL EVENTUAL,0.0,0.0,0.0,90031.48,-90031.48,90031.48,90031.48,90031.48,90031.48
1 0400.160.01.153.40 2022,,65.0,SEGURIDAD SOCIAL,381968.33,381968.33,0.0,211030.36,170937.97,211030.36,211030.36,211030.36,211030.36
1 0400.160.01.164.00 2022,,83.0,SEGURIDAD SOCIAL,33306.03,33306.03,0.0,26621.58,6684.45,26621.58,26621.58,26621.58,26621.58
1 0400.160.01.165.00 2022,,94.0,SEGURIDAD SOCIAL,58262.8,58262.8,0.0,59889.76,-1626.96,59889.76,59889.76,59889.76,59889.76
1 0400.160.01.171.00 2022,,104.0,SEGURIDAD SOCIAL,62393.38,62393.38,0.0,69923.55,-7530.17,69923.55,69923.55,69923.55,69923.55
1 0400.160.01.323.00 2022,,189.0,SEGURIDAD SOCIAL,52304.82,52304.82,0.0,39638.9,12665.92,39638.9,39638.9,39638.9,39638.9
1 0400.160.01.920.40 2022,,434.0,SEGURIDAD SOCIAL,35384.26,35384.26,0.0,52965.4,-17581.14,52965.4,52965.4,52965.4,52965.4
1 0400.160.04.153.40 2022,,66.0,CUOTAS ELKARKIDETZA,17897.27,17897.27,0.0,17318.77,578.5,17318.77,17318.77,17318.77,17318.77
1 0400.160.04.164.00 2022,,84.0,CUOTAS ELKARKIDETZA,4054.95,4054.95,0.0,2027.76,2027.19,2027.76,2027.76,2027.76,2027.76
1 0400.160.04.165.00 2022,,95.0,CUOTAS ELKARKIDETZA,3041.21,3041.21,0.0,3041.64,-0.43,3041.64,3041.64,3041.64,3041.64
1 0400.160.04.171.00 2022,,105.0,CUOTAS ELKARKIDETZA,1013.74,1013.74,0.0,2027.76,-1014.02,2027.76,2027.76,2027.76,2027.76
1 0400.160.04.323.00 2022,,190.0,CUOTAS ELKARKIDETZA,2027.47,2027.47,0.0,2027.76,-0.29,2027.76,2027.76,2027.76,2027.76
1 0400.160.04.920.40 2022,,435.0,CUOTAS ELKARKIDETZA,3041.21,3041.21,0.0,3041.64,-0.43,3041.64,3041.64,3041.64,3041.64
1 0400.210.01.153.40 2022,,67.0,INFRAESTRUCTURA Y BIENES NATURALES,115000.0,205000.0,0.0,217114.58,-12114.58,217114.58,146950.09,146950.09,141655.04
1 0400.210.01.153.40 2021,,2132.0,INFRAESTRUCTURA Y BIENES NATURALES,0.0,11498.55,0.0,0.0,11498.55,0.0,1944.98,1944.98,1944.98
1 0400.210.01.454.00 2022,,367.0,INFRAESTRUCTURA Y BIENES NATURALES,124000.0,94000.0,0.0,84043.31,9956.69,84043.31,58717.03,58717.03,55616.6
1 0400.210.01.454.00 2021,,2133.0,INFRAESTRUCTURA Y BIENES NATURALES,0.0,7136.17,0.0,0.0,7136.17,0.0,0.0,0.0,0.0
1 0400.211.01.323.00 2022,,191.0,EDIFIC/OTRAS CONSTRUCCIONES. MANTTO.,141108.05,137108.05,0.0,75579.34,61528.71,75579.34,53593.45,53593.45,49517.58
1 0400.211.01.323.00 2021,,2134.0,EDIFIC/OTRAS CONSTRUCCIONES. MANTTO.,0.0,40286.36,0.0,-901.45,41187.81,-901.45,18474.34,18474.34,18474.34
1 0400.211.01.333.10 2022,,226.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,60000.0,40400.0,0.0,25789.5,14610.5,25789.5,13760.32,12570.07,12570.07
1 0400.211.01.333.10 2021,,2135.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,2154.03,0.0,0.0,2154.03,0.0,1014.83,1014.83,1014.83
1 0400.211.01.333.20 2022,,233.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,60000.0,60000.0,0.0,17839.78,42160.22,17839.78,17283.08,17283.08,17218.8
1 0400.211.01.333.20 2021,,2137.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,4206.86,0.0,-21.21,4228.07,-21.21,3523.52,3523.52,3523.52
1 0400.211.01.333.20 2020,,2136.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,7308.67,0.0,0.0,7308.67,0.0,0.0,0.0,0.0
1 0400.211.01.334.50 2022,,1751.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,83645.72,63645.72,0.0,32210.01,31435.71,32210.01,23031.38,23031.38,22311.73
1 0400.211.01.334.50 2021,,2138.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,2291.56,0.0,-101.06,2392.62,-101.06,0.0,0.0,0.0
1 0400.211.01.920.40 2022,,436.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,179981.61,178381.61,0.0,116967.98,61413.63,116967.98,91098.68,91098.68,87963.55
1 0400.211.01.920.40 2021,,2139.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,4977.55,0.0,0.0,4977.55,0.0,1330.94,1330.94,1330.94
