#Partida,,,,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 0200.226.99.172.00 2023,,113.0,OTROS GASTOS DIVERSOS,22500.0,22500.0,0.0,16045.56,6454.44,16045.56,9918.11,9918.11,7165.11
1 0200.226.99.172.00 2022,,2456.0,OTROS GASTOS DIVERSOS,0.0,2159.48,0.0,0.0,2159.48,0.0,1957.78,1957.78,1957.78
1 0200.227.05.172.00 2023,,2075.0,TERRENOS/B.NATURALES CONVENIO CUSTODIA,5000.0,1525.71,0.0,0.0,1525.71,0.0,0.0,0.0,0.0
1 0200.227.07.151.00 2023,,39.0,ESTUDIOS Y TRABAJOS TECNICOS,210000.0,210000.0,0.0,0.0,210000.0,0.0,0.0,0.0,0.0
1 0200.227.07.151.00 2022,,2457.0,ESTUDIOS Y TRABAJOS TECNICOS,0.0,108071.82,0.0,0.0,108071.82,70180.0,0.0,0.0,0.0
1 0200.227.07.152.30 2023,,2422.0,INVESTIGACIONESM ESTUDOS Y PROYECTOS,100000.0,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
1 0200.227.07.172.00 2023,,114.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,230000.0,221000.0,0.0,21575.75,199424.25,21575.75,1452.0,1452.0,0.0
1 0200.227.07.172.00 2022,,2458.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,0.0,28193.0,0.0,0.0,28193.0,0.0,17424.0,17424.0,17424.0
1 0200.227.90.151.00 2023,,40.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,20000.0,20000.0,0.0,9625.33,10374.67,9625.33,2208.25,2208.25,2208.25
1 0200.227.90.151.00 2021,,2459.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,0.0,31460.0,0.0,0.0,31460.0,0.0,14520.0,14520.0,14520.0
1 0200.227.90.172.00 2023,,1247.0,TRABAJOS EXTERIORES,8635.1,8635.1,0.0,1403.6,7231.5,1403.6,0.0,0.0,0.0
1 0200.227.90.172.00 2022,,2460.0,TRABAJOS EXTERIORES,0.0,4614.24,0.0,0.0,4614.24,0.0,4614.24,4614.24,4614.24
1 0200.227.99.151.00 2023,,41.0,CONTRATOS EXTERNOS. MEDICIONES,1500.0,1500.0,0.0,1300.75,199.25,1300.75,1293.94,1293.94,1293.94
1 0200.227.99.172.00 2023,,115.0,OTROS TRABAJOS EXTERIORES,132500.0,107500.0,15125.0,42959.79,49415.21,42959.79,7467.16,7467.16,5477.01
1 0200.227.99.172.00 2022,,2461.0,OTROS TRABAJOS EXTERIORES,0.0,435.6,0.0,0.0,435.6,0.0,0.0,0.0,0.0
1 0200.230.01.151.00 2023,,42.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,457.05,-357.05,457.05,457.05,457.05,457.05
1 0200.230.01.172.00 2023,,986.0,"DIETAS, LOCOMOC. Y TRASLADO PERSONAL",100.0,100.0,0.0,108.37,-8.37,108.37,108.37,108.37,108.37
1 0200.480.01.152.20 2023,,44.0,A FAMILIAS. MANTTO.ASCENSORES ZONALES,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.30 2023,,569.0,A FAMILIAS,18000.0,18000.0,0.0,18000.0,0.0,2880.0,2880.0,2880.0,2880.0
1 0200.480.01.152.30 2022,,2463.0,A FAMILIAS,0.0,12700.0,0.0,0.0,12700.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.30 2021,,2462.0,A FAMILIAS,0.0,3000.0,0.0,0.0,3000.0,-1200.0,0.0,0.0,0.0
1 0200.481.01.172.00 2023,,2073.0,A INSITUCIONES SIN FINES DE LUCRO,9000.0,9000.0,4600.0,0.0,4400.0,0.0,0.0,0.0,0.0
1 0200.481.01.172.00 2022,,2464.0,A INSITUCIONES SIN FINES DE LUCRO,0.0,8450.0,0.0,0.0,8450.0,0.0,8450.0,8450.0,8450.0
1 0200.481.21.152.20 2023,,845.0,AYUDAS ASOCIAC.CUADRILLAS LOCALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.600.01.172.00 2023,,2074.0,INVERSIONES EN TERRENOS,180000.0,180000.0,173324.21,0.0,6675.79,0.0,0.0,0.0,0.0
1 0200.600.04.151.00 2023,,1544.0,ADQUISICIONES DESTINADAS PATRIMONIO SUEL,800000.0,800000.0,85088.33,552420.66,162491.01,552420.66,552420.66,552420.66,552420.66
1 0200.600.04.151.00 2022,,2465.0,ADQUISICIONES DESTINADAS PATRIMONIO SUEL,0.0,565790.0,0.0,0.0,565790.0,565790.0,565790.0,565790.0,565790.0
1 0200.601.16.172.00 2023,,987.0,OBRAS VARIAS. MEDIO AMBIENTE,45000.0,48474.29,0.0,48474.29,0.0,48474.29,574.75,574.75,0.0
1 0200.601.16.172.00 2022,,2466.0,OBRAS VARIAS. MEDIO AMBIENTE,0.0,459.8,0.0,0.0,459.8,0.0,459.8,459.8,459.8
1 0200.625.02.172.00 2023,,2018.0,EQUIPOS MEDIDORES DEL AIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.771.05.152.20 2023,,1818.0,AYUDAS A LA DEMOLICION DE RUINAS INDUSTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.780.02.152.20 2023,,45.0,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,647375.92,647375.92,0.0,190000.0,457375.92,190000.0,0.0,0.0,0.0
1 0200.780.02.152.20 2022,,2468.0,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,0.0,144761.66,0.0,0.0,144761.66,0.0,0.0,0.0,0.0
1 0200.780.02.152.20 2020,,2467.0,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,0.0,400000.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0
1 0200.780.04.152.20 2018,,2469.0,A FAM. REHAB. EDIF. EN BARRIO TXONTA,0.0,745027.8,0.0,0.0,745027.8,0.0,306537.08,306537.08,306537.08
1 0200.780.05.152.20 2023,,2647.0,"G.V. REHABILITACION TXONTA-23,NEXT",0.0,1938513.37,0.0,1938000.0,513.37,0.0,0.0,0.0,0.0
1 0300.120.01.153.20 2023,,46.0,RETRIBUCIONES BASICAS,139947.92,139947.92,0.0,110996.54,28951.38,110996.54,110996.54,110996.54,110996.54
1 0300.121.99.153.20 2023,,47.0,COMPLEMENTOS VARIOS,231278.92,231278.92,0.0,205645.5,25633.42,205645.5,205645.5,205645.5,205645.5
1 0300.131.01.153.20 2023,,1279.0,LABORAL EVENTUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.160.01.153.20 2023,,48.0,SEGURIDAD SOCIAL,95817.26,95817.26,0.0,65438.88,30378.38,65438.88,65438.88,65438.88,65438.88
1 0300.160.04.153.20 2023,,49.0,CUOTAS ELKARKIDETZA,6577.22,6577.22,0.0,6741.23,-164.01,6741.23,6741.23,6741.23,6741.23
1 0300.211.01.153.20 2023,,2315.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,41000.0,41000.0,0.0,12127.31,28872.69,12127.31,10291.4,10291.4,9740.85
1 0300.211.01.153.20 2022,,2470.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,0.0,22627.2,0.0,0.0,22627.2,0.0,13627.19,13627.19,13627.19
1 0300.230.01.153.20 2023,,50.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0300.601.06.153.20 2023,,2649.0,G.V. REHABIL.TORREKUA H.JUBILADO,0.0,1425800.66,0.0,0.0,1425800.66,0.0,0.0,0.0,0.0
1 0300.601.07.153.20 2023,,51.0,ERREBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.07.153.20 2021,,2471.0,ERREBAL,0.0,759.98,0.0,0.0,759.98,0.0,0.0,0.0,0.0
1 0300.601.08.153.20 2023,,52.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,3044000.0,2666013.82,312013.82,1905.75,2352094.25,1905.75,1905.75,1905.75,1270.5
1 0300.601.08.153.20 2022,,2474.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,0.0,3704822.16,0.0,0.0,3704822.16,2471795.79,1205707.58,1205707.58,1035833.59
1 0300.601.08.153.20 2021,,2473.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,0.0,4536.58,0.0,0.0,4536.58,0.0,4536.58,4536.58,4536.58
1 0300.601.08.153.20 2020,,2472.0,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,0.0,62734.4,0.0,0.0,62734.4,0.0,0.0,0.0,0.0
1 0300.601.08.454.00 2023,,2040.0,ACCESIBILIDAD MIRABASO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.08.454.00 2021,,2475.0,ACCESIBILIDAD MIRABASO,0.0,20747.4,0.0,0.0,20747.4,0.0,3569.5,3569.5,3569.5
1 0300.601.14.153.20 2023,,54.0,OBRAS MENORES,549500.0,549500.0,88715.7,288875.31,171908.99,288875.31,174836.3,174836.3,174836.3
1 0300.601.14.153.20 2022,,2476.0,OBRAS MENORES,0.0,454097.44,0.0,0.0,454097.44,0.0,118618.97,118618.97,118159.17
1 0300.601.20.153.20 2023,,1285.0,OBRAS EN EDIFICIOS MUNICIPALES,722000.0,722000.0,378462.88,32360.16,311176.96,32360.16,0.0,0.0,0.0
1 0300.601.20.153.20 2022,,2478.0,OBRAS EN EDIFICIOS MUNICIPALES,0.0,121894.88,0.0,-21615.97,143510.85,53083.89,97779.57,97779.57,95829.22
1 0300.601.20.153.20 2021,,2477.0,OBRAS EN EDIFICIOS MUNICIPALES,0.0,690750.83,0.0,0.0,690750.83,0.0,555117.36,555117.36,555117.36
1 0300.601.21.323.00 2023,,198.0,OBRAS MENORES EN CENTROS DE ENSEÑANZA,164000.0,164000.0,0.0,132908.32,31091.68,132908.32,110288.65,110288.65,59238.07
1 0300.601.21.323.00 2022,,2479.0,OBRAS MENORES EN CENTROS DE ENSEÑANZA,0.0,21657.86,0.0,0.0,21657.86,0.0,19963.86,19963.86,19963.86
1 0300.601.23.153.20 2023,,55.0,ASFALTADOS,125000.0,125000.0,0.0,10873.89,114126.11,10873.89,10860.66,10860.66,0.0
1 0300.601.23.153.20 2022,,2480.0,ASFALTADOS,0.0,161783.4,0.0,0.0,161783.4,137956.9,137956.89,137956.89,108772.13
1 0300.601.37.454.00 2023,,369.0,INFRAESTRUCTURA RURAL,365000.0,365000.0,333325.33,28212.07,3462.6,28212.07,28212.07,28212.07,28212.07
1 0300.601.37.454.00 2022,,2481.0,INFRAESTRUCTURA RURAL,0.0,50186.52,0.0,0.0,50186.52,0.0,49097.52,49097.52,49097.52
1 0300.601.53.153.20 2023,,2039.0,ACONDICIONAMIENTO APARCAMIENTO LEGARRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.53.153.20 2021,,2482.0,ACONDICIONAMIENTO APARCAMIENTO LEGARRE,0.0,3599.75,0.0,0.0,3599.75,0.0,3599.75,3599.75,3599.75
1 0300.601.83.153.20 2023,,2423.0,INSTALACION FOTOVOLTAICA EDIFICIOS MUNIC,130000.0,130000.0,90000.0,5997.21,34002.79,5997.21,0.0,0.0,0.0
1 0300.625.01.153.20 2023,,1548.0,MOBILIARIO,19000.0,19000.0,0.0,8922.19,10077.81,8922.19,8922.19,8922.19,4382.27
1 0300.625.01.153.20 2022,,2483.0,MOBILIARIO,0.0,98390.13,0.0,0.0,98390.13,68741.56,89631.68,89631.68,89631.68
1 0300.625.08.153.20 2023,,2316.0,ELECTRODOMESTICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.625.08.153.20 2022,,2484.0,ELECTRODOMESTICOS,0.0,7026.57,0.0,0.0,7026.57,0.0,7026.57,7026.57,7026.57
1 0300.626.01.153.20 2023,,2317.0,EQUIPOS PARA PROCESOS DE INFORMACION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.626.01.153.20 2022,,2485.0,EQUIPOS PARA PROCESOS DE INFORMACION,0.0,8289.71,0.0,0.0,8289.71,0.0,8289.71,8289.71,8289.71
1 0300.629.01.153.20 2023,,2318.0,AUDIOVISUALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.629.01.153.20 2022,,2486.0,AUDIOVISUALES,0.0,24000.0,0.0,0.0,24000.0,22009.91,22009.91,22009.91,22009.91
1 0300.643.01.153.20 2023,,56.0,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,292000.0,292000.0,100000.0,28416.85,163583.15,28416.85,5868.5,5868.5,5868.5
1 0300.643.01.153.20 2022,,2487.0,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,0.0,410093.6,0.0,-1143.45,411237.05,177454.55,241071.13,241071.13,236715.13
1 0300.780.06.153.20 2023,,2648.0,G.V.REHAB.GABILONDO NEXT GENERETION,0.0,996025.02,350331.46,20501.04,625192.52,20501.04,9649.75,9649.75,9649.75
1 0400.120.01.153.40 2023,,61.0,RETRIBUCIONES BASICAS,80979.26,80979.26,0.0,53967.78,27011.48,53967.78,53967.78,53967.78,53967.78
1 0400.120.01.165.00 2023,,91.0,RETRIBUCIONES BASICAS,15322.04,15322.04,0.0,9772.41,5549.63,9772.41,9772.41,9772.41,9772.41
1 0400.121.99.153.40 2023,,62.0,COMPLEMENTOS VARIOS,162004.49,162004.49,0.0,120588.14,41416.35,120588.14,120588.14,120588.14,120588.14
1 0400.121.99.165.00 2023,,92.0,COMPLEMENTOS VARIOS,30224.0,30224.0,0.0,21213.44,9010.56,21213.44,21213.44,21213.44,21213.44
1 0400.130.03.153.40 2023,,63.0,REMUNERACIONES PERSONAL LABORAL FIJO,412199.5,412199.5,0.0,179472.54,232726.96,179472.54,179472.54,179472.54,179472.54
1 0400.130.03.165.00 2023,,580.0,REMUN.PERSONAL LABORAL FIJO,142695.69,142695.69,0.0,54353.62,88342.07,54353.62,54353.62,54353.62,54353.62
1 0400.130.03.171.00 2023,,102.0,REMUNERACIONES PERSONAL LABORAL FIJO,35641.96,35641.96,0.0,101203.39,-65561.43,101203.39,101203.39,101203.39,100943.95
1 0400.130.03.323.00 2023,,188.0,REMUNERACIONES PERSONAL LABORAL FIJO,148483.1,148483.1,0.0,33833.3,114649.8,33833.3,33833.3,33833.3,33833.3
1 0400.130.03.920.40 2023,,433.0,REMUNERACIONES PERSONAL LABORAL FIJO,106177.89,106177.89,0.0,54536.86,51641.03,54536.86,54536.86,54536.86,54536.86
1 0400.131.01.153.40 2023,,64.0,LABORAL EVENTUAL,692982.32,692982.32,0.0,391801.66,301180.66,391801.66,391801.66,391801.66,391801.66
1 0400.131.01.164.00 2023,,82.0,LABORAL EVENTUAL,88872.62,88872.62,0.0,62420.22,26452.4,62420.22,62420.22,62420.22,62420.22
1 0400.131.01.165.00 2023,,1541.0,LABORAL EVENTUAL,0.0,0.0,0.0,42036.71,-42036.71,42036.71,42036.71,42036.71,42036.71
1 0400.131.01.171.00 2023,,103.0,LABORAL EVENTUAL,255240.57,255240.57,0.0,64112.27,191128.3,64112.27,64112.27,64112.27,64112.27
1 0400.131.01.323.00 2023,,643.0,LABORAL EVENTUAL,0.0,0.0,0.0,61034.15,-61034.15,61034.15,61034.15,61034.15,61034.15
1 0400.131.01.920.40 2023,,811.0,LABORAL EVENTUAL,0.0,0.0,0.0,91044.35,-91044.35,91044.35,91044.35,91044.35,91044.35
1 0400.160.01.153.40 2023,,65.0,SEGURIDAD SOCIAL,475726.73,475726.73,0.0,219626.8,256099.93,219626.8,219626.8,219626.8,219626.8
1 0400.160.01.164.00 2023,,83.0,SEGURIDAD SOCIAL,34502.44,34502.44,0.0,16626.63,17875.81,16626.63,16626.63,16626.63,16626.63
1 0400.160.01.165.00 2023,,94.0,SEGURIDAD SOCIAL,71047.62,71047.62,0.0,51706.68,19340.94,51706.68,51706.68,51706.68,51706.68
1 0400.160.01.171.00 2023,,104.0,SEGURIDAD SOCIAL,107643.58,107643.58,0.0,55109.71,52533.87,55109.71,55109.71,55109.71,55014.74
1 0400.160.01.323.00 2023,,189.0,SEGURIDAD SOCIAL,52013.67,52013.67,0.0,34961.17,17052.5,34961.17,34961.17,34961.17,34961.17
1 0400.160.01.920.40 2023,,434.0,SEGURIDAD SOCIAL,36050.83,36050.83,0.0,50830.17,-14779.34,50830.17,50830.17,50830.17,50830.17
1 0400.160.04.153.40 2023,,66.0,CUOTAS ELKARKIDETZA,17703.05,17703.05,0.0,13295.7,4407.35,13295.7,13295.7,13295.7,13295.7
1 0400.160.04.164.00 2023,,84.0,CUOTAS ELKARKIDETZA,2129.15,2129.15,0.0,1506.2,622.95,1506.2,1506.2,1506.2,1506.2
1 0400.160.04.165.00 2023,,95.0,CUOTAS ELKARKIDETZA,3193.72,3193.72,0.0,2183.99,1009.73,2183.99,2183.99,2183.99,2183.99
1 0400.160.04.171.00 2023,,105.0,CUOTAS ELKARKIDETZA,2129.15,2129.15,0.0,1506.2,622.95,1506.2,1506.2,1506.2,1506.2
1 0400.160.04.323.00 2023,,190.0,CUOTAS ELKARKIDETZA,2129.15,2129.15,0.0,2711.16,-582.01,2711.16,2711.16,2711.16,2711.16
1 0400.160.04.920.40 2023,,435.0,CUOTAS ELKARKIDETZA,3269.76,3269.76,0.0,2259.3,1010.46,2259.3,2259.3,2259.3,2259.3
1 0400.210.01.153.40 2023,,67.0,INFRAESTRUCTURA Y BIENES NATURALES,165000.0,165000.0,0.0,182394.0,-17394.0,182394.0,125049.66,125049.66,121946.99
