#Partida,,,,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 0100.230.01.130.00 2016,,12,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,275.66,-175.66,275.66,275.66,275.66,275.66
1 0100.230.01.132.00 2016,,18,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,371.96,-271.96,371.96,371.96,371.96,371.96
1 0100.230.01.133.10 2016,,25,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,229.31,-129.31,229.31,229.31,229.31,229.31
1 0100.421.03.441.10 2016,,364,CONSORC.AUTORID.TERRITOR.TTE GIPUZKOA,5000.0,5000.0,,4785.0,215.0,4785.0,4785.0,4785.0,4785.0
1 0100.624.01.130.00 2016,,34,MATERIAL DE TRANSPORTE,33376.95,33376.95,,28895.0,4481.95,28895.0,7995.0,7995.0,7995.0
1 0100.626.01.130.00 2016,,43,OTR.EQUIPOS. SISTEMA COMUNIC.TEATRA,32670.0,32670.0,,23700.94,8969.06,23700.94,,,
1 0200.120.01.151.00 2016,,32,RETRIBUCIONES BASICAS,121378.59,121378.59,,103249.89,18128.7,103249.89,103249.89,103249.89,103249.89
1 0200.120.01.172.00 2016,,782,RETRIBUCIONES BASICAS,13591.63,13591.63,,,13591.63,,,,
1 0200.121.05.151.00 2016,,594,OTRAS REMUNERACIONES,1.0,10604.99,,10603.99,1.0,10603.99,10603.99,10603.99,10603.99
1 0200.121.99.151.00 2016,,33,COMPLEMENTOS VARIOS,194924.95,194924.95,,223546.28,-28621.33,223546.28,223546.28,223546.28,223546.28
1 0200.121.99.172.00 2016,,783,COMPLEMENTOS VARIOS,21370.57,21370.57,,,21370.57,,,,
1 0200.131.01.151.00 2016,,578,LABORAL EVENTUAL,32164.57,32164.57,,12312.85,19851.72,12312.85,12312.85,12312.85,12312.85
1 0200.131.02.151.00 2016,,628,OTRAS REMUMERACIONES,1.0,1120.95,,1119.95,1.0,1119.95,1119.95,1119.95,1119.95
1 0200.160.01.151.00 2016,,35,SEGURIDAD SOCIAL,87440.26,87440.26,,75927.69,11512.57,75927.69,75927.69,75927.69,75927.69
1 0200.160.01.172.00 2016,,784,SEGURIDAD SOCIAL,10756.93,10756.93,,,10756.93,,,,
1 0200.160.04.151.00 2016,,36,CUOTAS ELKARKIDETZA,9506.98,9506.98,,9693.46,-186.48,9693.46,9693.46,9693.46,9693.46
1 0200.200.01.172.00 2016,,112,TERRENOS/BIENES NATURAL.ARRENDAM.,500.0,500.0,,,500.0,,,,
1 0200.226.03.151.00 2016,,74,"PUBLICACIONES, PUBLICIDAD Y PROPAGANDA",10000.0,10000.0,,,10000.0,,,,
1 0200.226.03.152.20 2016,,568,PUBLICIDAD Y PROPAGANDA,10000.0,10000.0,,,10000.0,,,,
1 0200.226.99.151.00 2016,,38,OTROS GASTOS DIVERSOS. EJECUC.SUBSID.,12000.0,12000.0,,,12000.0,,,,
1 0200.226.99.172.00 2016,,113,OTROS GASTOS DIVERSOS,10000.0,30000.0,,32106.25,-2106.25,32106.25,29707.24,29707.24,29707.24
1 0200.227.07.151.00 2016,,39,ESTUDIOS Y TRABAJOS TECNICOS,57500.0,57500.0,,43197.0,14303.0,43197.0,10430.2,10430.2,10430.2
1 0200.227.07.151.00 2015,,673,ESTUDIOS Y TRABAJOS TECNICOS,,13576.2,,13576.2,,13576.2,13576.2,13576.2,13576.2
1 0200.227.07.172.00 2016,,114,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,10000.0,10000.0,,8842.07,1157.93,8842.07,3731.34,3731.34,3731.34
1 0200.227.90.151.00 2016,,40,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,460000.0,460302.5,,204057.78,256244.72,131457.78,103080.86,103080.86,103080.86
1 0200.227.99.151.00 2016,,41,CONTRATOS EXTERNOS. MEDICIONES,3000.0,3000.0,,236.8,2763.2,236.8,236.8,236.8,236.8
1 0200.227.99.172.00 2016,,115,OTR.TRAB.EXTER.REDAC.PL.ESPEC.ARRATE,10000.0,10000.0,,176.96,9823.04,176.96,176.96,176.96,176.96
1 0200.227.99.172.00 2015,,674,OTR.TRAB.EXTER.REDAC.PL.ESPEC.ARRATE,,43000.0,,43000.0,,27948.58,,,
1 0200.230.01.151.00 2016,,42,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,124.6,-24.6,124.6,124.6,124.6,124.6
1 0200.433.01.152.11 2016,,590,"TRANSFER. A IMESA, SA",,3719.88,,3719.88,,3719.88,3719.88,3719.88,3719.88
1 0200.480.01.152.20 2016,,44,A FAMILIAS. MANTTO.ASCENSORES ZONALES,28000.0,28000.0,,18588.85,9411.15,18588.85,18588.85,18588.85,18588.85
1 0200.480.01.152.30 2016,,569,A FAMILIAS,90000.0,90000.0,,42168.5,47831.5,42168.5,39458.5,39458.5,39458.5
1 0200.481.21.152.20 2016,,805,AYUDAS ASOCIAC.CUADRILLAS LOCALES,,5000.0,,,5000.0,,,,
1 0200.643.01.172.00 2016,,570,"INVESTIG, ESTUDIOS Y PROYECTOS",48000.0,28000.0,,8056.18,19943.82,8056.18,1945.68,1945.68,1945.68
1 0200.643.01.172.00 2015,,675,"INVESTIG, ESTUDIOS Y PROYECTOS",,17998.75,,17998.75,,17998.75,17998.75,17998.75,17998.75
1 0200.780.01.152.20 2011,,676,REHABILIT.INTEGRAL J.A. MOGEL,,28426.02,,28426.0,0.02,28426.0,28426.0,28426.0,28426.0
1 0200.780.02.152.20 2016,,45,A FAMILIAS. REHAB.FACHADAS/ASCENSORES,150000.0,150000.0,,108072.88,41927.12,108072.88,108072.88,108072.88,108072.88
1 0300.120.01.153.20 2016,,46,RETRIBUCIONES BASICAS,126229.16,126229.16,,110646.74,15582.42,110646.74,110646.74,110646.74,110646.74
1 0300.120.01.230.10 2016,,807,OINARRIZKO ORDAINKETAK,,,,1246.63,-1246.63,1246.63,1246.63,1246.63,1246.63
1 0300.121.05.153.20 2016,,595,OTRAS REMUNERACIONES,1.0,12204.28,,12203.28,1.0,12203.28,12203.28,12203.28,12203.28
1 0300.121.99.153.20 2016,,47,COMPLEMENTOS VARIOS,213653.52,213653.52,,248794.77,-35141.25,248794.77,248794.77,248794.77,248794.77
1 0300.121.99.230.10 2016,,808,BESTE OSAGARRI BATZUK,,,,2122.22,-2122.22,2122.22,2122.22,2122.22,2122.22
1 0300.160.01.153.20 2016,,48,SEGURIDAD SOCIAL,95274.99,95274.99,,75308.61,19966.38,75308.61,75308.61,75308.61,75308.61
1 0300.160.01.230.10 2016,,806,GIZARTE SEGURANTZA,,,,921.73,-921.73,921.73,921.73,921.73,921.73
1 0300.160.04.153.20 2016,,49,CUOTAS ELKARKIDETZA,7499.94,7499.94,,7025.2,474.74,7025.2,7025.2,7025.2,7025.2
1 0300.230.01.153.20 2016,,50,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0,,382.06,-282.06,382.06,382.06,382.06,382.06
1 0300.601.07.153.20 2016,,51,ERREBAL,2320230.0,2320230.0,,2320230.0,,2320230.0,405777.7,405777.7,405777.7
1 0300.601.07.153.20 2015,,677,ERREBAL,,494131.5,,494131.5,,470260.41,395562.09,395562.09,395562.09
1 0300.601.08.153.20 2016,,52,MEJORA ENTORNOS URBANOS-ACCESIBILIDAD,1900000.0,1900000.0,,1803633.13,96366.87,1785197.15,1684264.8,1684264.8,1684264.8
1 0300.601.08.153.20 2015,,678,MEJORA ENTORNOS URBANOS,,1276168.8,,759850.09,516318.71,759850.09,759850.09,759850.09,759850.09
1 0300.601.09.153.20 2015,,679,REURBANIZAC.PARQUE INFERIOR DE TXOMO,,1543.77,,1543.77,,1543.77,1543.77,1543.77,1543.77
1 0300.601.10.153.40 2015,,680,REFORM.VESTUARIOS/OFIC.BRIG.TORREKUA,,764.72,,764.72,,764.72,764.72,764.72,764.72
1 0300.601.14.153.20 2016,,54,OBRAS MENORES,330000.0,330000.0,,316766.8,13233.2,316766.8,236041.78,236041.78,236041.78
1 0300.601.14.153.20 2015,,681,OBRAS MENORES,,310206.64,,261078.02,49128.62,261078.02,261078.02,261078.02,261078.02
1 0300.601.17.134.00 2015,,682,ACCESIBILIDAD,,145086.97,,144969.07,117.9,144969.07,144969.07,144969.07,144969.07
1 0300.601.18.153.20 2016,,81,EQUIPAMIENTOS Y EFICIENCIA ENERGETICA,600000.0,477886.34,,436248.31,41638.03,436248.31,388574.19,388574.19,388574.19
1 0300.601.20.153.20 2016,,93,OBRAS EN EDIFICIOS MUNICIPALES,100000.0,100000.0,,99524.19,475.81,4840.0,4840.0,4840.0,4840.0
1 0300.601.21.323.00 2016,,198,OBRAS MENORES EN CENTROS DE ENSEÑANZA,175000.0,175000.0,,149979.5,25020.5,149979.5,149979.5,149979.5,149979.5
1 0300.601.23.153.20 2016,,55,ASFALTADOS,160000.0,160000.0,,159433.34,566.66,144135.15,,,
1 0300.601.37.454.00 2016,,369,INFRAESTRUCTURA RURAL,125000.0,125000.0,,121211.5,3788.5,121211.5,115512.4,115512.4,115512.4
1 0300.601.54.153.20 2014,,683,URBANIZACION TIBURZIO ANITUA,,1694.0,,1694.0,,1694.0,1694.0,1694.0,1694.0
1 0300.643.01.153.20 2016,,56,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,425000.0,425000.0,,246741.1,178258.9,246741.1,37450.11,37450.11,37450.11
1 0300.643.01.153.20 2015,,684,INVESTIGACIONES/ESTUDIOS Y PROYECTOS,,133250.14,,99500.11,33750.03,99500.11,73424.61,73424.61,73424.61
1 0400.120.01.153.40 2016,,61,RETRIBUCIONES BASICAS,66663.57,66663.57,,59764.99,6898.58,59764.99,59764.99,59764.99,59764.99
1 0400.120.01.165.00 2016,,91,RETRIBUCIONES BASICAS,12517.11,12517.11,,11188.8,1328.31,11188.8,11188.8,11188.8,11188.8
1 0400.121.05.153.40 2016,,596,OTRAS REMUNERACIONES,1.0,5893.09,,5892.09,1.0,5892.09,5892.09,5892.09,5892.09
1 0400.121.05.165.00 2016,,597,OTRAS REMUMERACIONES,1.0,1274.48,,1273.48,1.0,1273.48,1273.48,1273.48,1273.48
1 0400.121.99.153.40 2016,,62,COMPLEMENTOS VARIOS,138002.73,138002.73,,145161.67,-7158.94,145161.67,145161.67,145161.67,145161.67
1 0400.121.99.165.00 2016,,92,COMPLEMENTOS VARIOS,25462.44,25462.44,,27220.8,-1758.36,27220.8,27220.8,27220.8,27220.8
1 0400.130.02.153.40 2016,,618,OTRAS REMUMERACIONES,1.0,13644.01,,13643.01,1.0,13643.01,13643.01,13643.01,13643.01
1 0400.130.02.164.00 2016,,619,OTRAS REMUMERACIONES,1.0,1001.09,,1000.09,1.0,1000.09,1000.09,1000.09,1000.09
1 0400.130.02.165.00 2016,,620,OTRAS REMUMERACIONES,1.0,2495.55,,2494.55,1.0,2494.55,2494.55,2494.55,2494.55
1 0400.130.02.171.00 2016,,621,OTRAS REMUMERACIONES,1.0,3817.25,,3816.25,1.0,3816.25,3816.25,3816.25,3816.25
1 0400.130.02.323.00 2016,,622,OTRAS REMUMERACIONES,1.0,4300.44,,4299.44,1.0,4299.44,4299.44,4299.44,4299.44
1 0400.130.02.920.40 2016,,623,OTRAS REMUMERACIONES,1.0,2603.18,,2602.18,1.0,2602.18,2602.18,2602.18,2602.18
1 0400.130.03.153.40 2016,,63,REMUNERACIONES PERSONAL LABORAL FIJO,392614.2,392614.2,,385730.58,6883.62,385730.58,385730.58,385730.58,385730.58
1 0400.130.03.164.00 2016,,579,REMUN.PERSONAL LABORAL FIJO,30603.62,30603.62,,7834.74,22768.88,7834.74,7834.74,7834.74,7834.74
1 0400.130.03.165.00 2016,,580,REMUN.PERSONAL LABORAL FIJO,74520.27,74520.27,,74977.49,-457.22,74977.49,74977.49,74977.49,74977.49
1 0400.130.03.171.00 2016,,102,REMUNERACIONES PERSONAL LABORAL FIJO,88406.91,88406.91,,96131.21,-7724.3,96131.21,96131.21,96131.21,96131.21
1 0400.130.03.323.00 2016,,188,REMUNERACIONES PERSONAL LABORAL FIJO,150722.83,150722.83,,112801.52,37921.31,112801.52,112801.52,112801.52,112801.52
1 0400.130.03.920.40 2016,,433,REMUNERACIONES PERSONAL LABORAL FIJO,83854.07,83854.07,,61196.91,22657.16,61196.91,61196.91,61196.91,61196.91
1 0400.131.01.153.40 2016,,64,LABORAL EVENTUAL,175811.94,175811.94,,247629.12,-71817.18,247629.12,247629.12,247629.12,247629.12
1 0400.131.01.164.00 2016,,82,LABORAL EVENTUAL,72088.28,72088.28,,74487.98,-2399.7,74487.98,74487.98,74487.98,74487.98
1 0400.131.01.171.00 2016,,103,LABORAL EVENTUAL,76691.07,76691.07,,51357.87,25333.2,51357.87,51357.87,51357.87,51357.87
1 0400.131.01.323.00 2016,,643,LABORAL EVENTUAL,,,,23319.88,-23319.88,23319.88,23319.88,23319.88,23319.88
1 0400.131.01.920.40 2016,,811,LABORAL EVENTUAL,,,,2689.9,-2689.9,2689.9,2689.9,2689.9,2689.9
1 0400.131.02.153.40 2016,,629,OTRAS REMUMERACIONES,1.0,4793.16,,4792.16,1.0,4792.16,4792.16,4792.16,4792.16
1 0400.131.02.164.00 2016,,630,OTRAS REMUMERACIONES,1.0,1283.76,,1282.76,1.0,1282.76,1282.76,1282.76,1282.76
1 0400.131.02.171.00 2016,,631,OTRAS REMUMERACIONES,1.0,1074.62,,1073.62,1.0,1073.62,1073.62,1073.62,1073.62
1 0400.160.01.153.40 2016,,65,SEGURIDAD SOCIAL,270019.64,270019.64,,251320.89,18698.75,251320.89,251320.89,251320.89,251320.89
1 0400.160.01.164.00 2016,,83,SEGURIDAD SOCIAL,38012.65,38012.65,,29954.8,8057.85,29954.8,29954.8,29954.8,29954.8
1 0400.160.01.165.00 2016,,94,SEGURIDAD SOCIAL,42739.91,42739.91,,39681.46,3058.45,39681.46,39681.46,39681.46,39681.46
1 0400.160.01.171.00 2016,,104,SEGURIDAD SOCIAL,61195.93,61195.93,,51736.14,9459.79,51736.14,51736.14,51736.14,51736.14
1 0400.160.01.323.00 2016,,189,SEGURIDAD SOCIAL,52203.44,52203.44,,47049.0,5154.44,47049.0,47049.0,47049.0,47049.0
1 0400.160.01.920.40 2016,,434,SEGURIDAD SOCIAL,31654.69,31654.69,,22133.44,9521.25,22133.44,22133.44,22133.44,22133.44
1 0400.160.04.153.40 2016,,66,CUOTAS ELKARKIDETZA,18729.86,18729.86,,25453.21,-6723.35,25453.21,25453.21,25453.21,25453.21
1 0400.160.04.164.00 2016,,84,CUOTAS ELKARKIDETZA,949.48,949.48,,2848.44,-1898.96,2848.44,2848.44,2848.44,2848.44
1 0400.160.04.165.00 2016,,95,CUOTAS ELKARKIDETZA,2848.44,2848.44,,2848.44,,2848.44,2848.44,2848.44,2848.44
1 0400.160.04.171.00 2016,,105,CUOTAS ELKARKIDETZA,1898.96,1898.96,,1152.94,746.02,1152.94,1152.94,1152.94,1152.94
1 0400.160.04.323.00 2016,,190,CUOTAS ELKARKIDETZA,2848.44,2848.44,,6136.54,-3288.1,6136.54,6136.54,6136.54,6136.54
1 0400.160.04.920.40 2016,,435,CUOTAS ELKARKIDETZA,4108.02,4108.02,,6611.28,-2503.26,6611.28,6611.28,6611.28,6611.28
1 0400.210.01.153.40 2016,,67,INFRAESTRUCTURA Y BIENES NATURALES,126000.0,126000.0,,110160.39,15839.61,110160.39,103932.34,103932.34,103932.34
1 0400.210.01.153.40 2015,,685,INFRAESTRUCTURA Y BIENES NATURALES,,12149.72,,9571.8,2577.92,9571.8,9571.8,9571.8,9571.8
1 0400.210.01.454.00 2016,,367,INFRAESTRUCTURA Y BIENES NATURALES,80000.0,80000.0,,60722.96,19277.04,60722.96,60722.96,60722.96,60722.96
1 0400.210.01.454.00 2015,,686,INFRAESTRUCTURA Y BIENES NATURALES,,3183.93,,901.86,2282.07,901.86,901.86,901.86,901.86
1 0400.211.01.323.00 2016,,191,EDIFIC/OTRAS CONSTRUCCIONES. MANTTO.,59000.0,59000.0,,66907.9,-7907.9,66907.9,42395.43,42395.43,42395.43
1 0400.211.01.323.00 2015,,687,EDIFIC/OTRAS CONSTRUCCIONES. MANTTO.,,1300.75,,,1300.75,,,,
1 0400.211.01.333.10 2016,,226,EDIFICIOS Y OTRAS CONSTRUCCIONES,14000.0,14000.0,,11425.2,2574.8,11425.2,10774.22,10774.22,10774.22
1 0400.211.01.333.10 2015,,688,EDIFICIOS Y OTRAS CONSTRUCCIONES,,295.0,,,295.0,,,,
1 0400.211.01.333.20 2016,,233,EDIFICIOS Y OTRAS CONSTRUCCIONES,22500.0,22500.0,,22395.05,104.95,22395.05,22395.05,22395.05,22395.05
1 0400.211.01.920.40 2016,,436,EDIFICIOS Y OTRAS CONSTRUCCIONES,76000.0,123739.54,,120747.9,2991.64,120747.9,74072.14,74072.14,74072.14
1 0400.211.01.920.40 2015,,690,EDIFICIOS Y OTRAS CONSTRUCCIONES,,7159.65,,5797.19,1362.46,5797.19,5797.19,5797.19,5797.19
1 0400.212.01.134.00 2016,,28,MAQUINARIA/INSTALAC/UTILLAJE. MANTTO,402517.5,465000.0,,462529.3,2470.7,462529.3,405979.85,405979.85,405979.85
1 0400.212.01.134.00 2015,,691,MAQUINARIA/INSTALAC/UTILLAJE. MANTTO,,4773.45,,4773.45,,4773.45,4773.45,4773.45,4773.45
1 0400.212.01.163.00 2016,,77,MAQUINARIA/INSTALAC/UTILLAJE,6180.0,6180.0,,41.1,6138.9,41.1,41.1,41.1,41.1
1 0400.212.01.164.00 2016,,85,MAQUIN/INSTAL/UTILLAJE.MANTTO,12000.0,12000.0,,12161.88,-161.88,12161.88,12161.88,12161.88,12161.88
1 0400.212.01.165.00 2016,,96,MAQUIN/INSTALAC/UTILLAJE.MANTTO,63500.0,63500.0,,17986.07,45513.93,17986.07,17986.07,17986.07,17986.07
1 0400.212.01.171.00 2016,,106,MAQUINARIA/INSTALAC/UTILLAJE,8000.0,8000.0,,4857.11,3142.89,4857.11,4857.11,4857.11,4857.11
1 0400.212.01.323.00 2016,,192,"MAQUINARIA, INSTALACIONES Y UTILLAJE",27000.0,27000.0,,14566.96,12433.04,14566.96,14324.96,14324.96,14324.96
1 0400.212.01.333.10 2016,,787,"MAQUINARIA, INSTALACIONES Y UTILLAJE",5500.0,5500.0,,1943.57,3556.43,1943.57,1943.57,1943.57,1943.57
1 0400.212.01.920.40 2016,,437,"MAQUINARIA, INSTALACIONES Y UTILLAJE",45500.0,52825.32,,24230.79,28594.53,24230.79,17756.02,17756.02,17756.02
1 0400.212.01.920.40 2015,,692,"MAQUINARIA, INSTALACIONES Y UTILLAJE",,861.83,,771.08,90.75,771.08,771.08,771.08,771.08
1 0400.213.01.153.40 2016,,68,MATERIAL DE TRANSPORTE. MANTENIMIENTO,17510.0,17510.0,,25807.1,-8297.1,25807.1,25807.1,25807.1,25807.1
1 0400.213.01.153.40 2015,,693,MATERIAL DE TRANSPORTE. MANTENIMIENTO,,2805.24,,,2805.24,,,,
1 0400.221.01.134.00 2016,,29,ENERGIA ELECTRICA,80000.0,80000.0,,76110.1,3889.9,76110.1,76110.1,76110.1,76110.1
1 0400.221.01.165.00 2016,,97,ENERGIA ELECTRICA,360000.0,360000.0,,279132.21,80867.79,279132.21,279132.21,279132.21,279132.21
1 0400.221.01.323.00 2016,,193,ENERGIA ELECTRICA,100000.0,100000.0,,95339.36,4660.64,95339.36,95339.36,95339.36,95339.36
1 0400.221.01.333.10 2016,,228,ENERGIA ELECTRICA,16400.0,16400.0,,18736.12,-2336.12,18736.12,18736.12,18736.12,18736.12
1 0400.221.01.333.20 2016,,234,ENERGIA ELECTRICA,56000.0,56000.0,,48557.24,7442.76,48557.24,48557.24,48557.24,48557.24
1 0400.221.01.920.40 2016,,438,ENERGIA ELECTRICA,110000.0,110000.0,,72366.7,37633.3,72366.7,72158.33,72158.33,72158.33
1 0400.221.02.920.40 2016,,439,AGUA,85000.0,85000.0,,75256.93,9743.07,75256.93,75256.93,75256.93,75256.93
1 0400.221.04.153.40 2016,,69,COMBUSTIBLES Y CARBURANTES VEHICULOS,22000.0,22000.0,,14830.86,7169.14,14830.86,14830.86,14830.86,14830.86
1 0400.221.04.163.00 2016,,78,COMBUSTIBLES Y CARBURANTES,4000.0,4000.0,,406.95,3593.05,406.95,406.95,406.95,406.95
1 0400.221.04.323.00 2016,,194,COMBUSTIBLES Y CARBURANTES,85000.0,85000.0,,49194.19,35805.81,46422.17,29194.19,29194.19,29194.19
1 0400.221.04.333.10 2016,,229,COMBUSTIBLES Y CARBURANTES,15000.0,15000.0,,13111.92,1888.08,13111.92,13111.92,13111.92,13111.92
1 0400.221.04.333.20 2016,,235,COMBUSTIBLES Y CARBURANTES,25000.0,25000.0,,11280.01,13719.99,11280.01,11206.13,11206.13,11206.13
1 0400.221.04.920.40 2016,,440,COMBUSTIBLES Y CARBURANTES,40000.0,40000.0,,25293.77,14706.23,25293.77,25293.77,25293.77,25293.77
1 0400.221.05.153.40 2016,,70,VESTUARIO,10000.0,10000.0,,9346.43,653.57,9346.43,9346.43,9346.43,9346.43
1 0400.221.05.164.00 2016,,86,VESTUARIO,2000.0,2000.0,,477.59,1522.41,477.59,477.59,477.59,477.59
1 0400.221.05.171.00 2016,,432,VESTUARIO,2500.0,2500.0,,1518.74,981.26,1518.74,1518.74,1518.74,1518.74
1 0400.221.05.323.00 2016,,195,VESTUARIO,2500.0,2500.0,,68.43,2431.57,68.43,68.43,68.43,68.43
1 0400.221.05.920.40 2016,,441,VESTUARIO,1500.0,1500.0,,333.63,1166.37,333.63,333.63,333.63,333.63
1 0400.221.09.920.40 2016,,442,PRODUCTOS DE LIMPIEZA Y ASEO,10000.0,10000.0,,8596.32,1403.68,8596.32,8596.32,8596.32,8596.32
1 0400.221.96.153.30 2016,,58,MANTENIMIENTO URBANO,75000.0,93700.0,,72959.62,20740.38,72959.62,30856.9,30856.9,30856.9
1 0400.221.96.153.30 2015,,694,MANTENIMIENTO URBANO,,1391.0,,1098.68,292.32,1098.68,1098.68,1098.68,1098.68
1 0400.221.96.442.00 2016,,365,MANTENIMIENTO.MARQUESINAS,3000.0,3000.0,,,3000.0,,,,
1 0400.221.99.133.20 2016,,26,OTROS SUM.(SEMAFOROS/SEÑALES/HITOS),20000.0,20000.0,,20665.07,-665.07,20665.07,18570.84,18570.84,18570.84
1 0400.221.99.171.00 2016,,107,OTROS SUMINISTROS,60000.0,60000.0,,39377.13,20622.87,39377.13,39377.13,39377.13,39377.13
1 0400.221.99.171.00 2015,,695,OTROS SUMINISTROS,,12193.79,,871.2,11322.59,871.2,871.2,871.2,871.2
1 0400.222.01.920.40 2016,,443,TELEFONICAS,60000.0,60000.0,,50414.17,9585.83,50414.17,50414.17,50414.17,50414.17
1 0400.222.01.920.40 2015,,696,TELEFONICAS,,4423.88,,4183.09,240.79,4183.09,4183.09,4183.09,4183.09
1 0400.224.01.920.40 2016,,444,DE EDIFICIOS Y LOCALES.SEGUROS,58000.0,58000.0,,55552.04,2447.96,55552.04,55552.04,55552.04,55552.04
1 0400.224.02.153.40 2016,,71,DE VEHICULOS. SEGUROS,8000.0,8000.0,,7896.76,103.24,7896.76,7896.76,7896.76,7896.76
1 0400.225.02.425.00 2016,,339,TRIBUTOS DEL TERRITORIO HISTORICO,3000.0,3000.0,,2150.24,849.76,2150.24,2150.24,2150.24,2150.24
