#Partida,,,,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 0100.161.03.314.00 2012,,3153,INDEMNIZAC.POR JUBILACIONES ANTICIPADAS,,37766.6,,37279.88,486.72,37279.88,37279.88,37279.88,37279.88
1 0100.162.01.121.40 2013,,38,FORMACION,10000.0,10000.0,,9639.21,360.79,9639.21,9639.21,9639.21,9639.21
1 0100.162.05.121.40 2013,,39,SEGUROS (VIDA PERSONAL),91876.0,91876.0,,87134.71,4741.29,87134.71,87134.71,87134.71,87134.71
1 0100.215.01.121.50 2013,,51,EQUIPAM.PROCESOS INFORMAC. MANTENIMIENTO,21675.0,21675.0,,13480.86,8194.14,13480.86,12493.74,12493.74,12493.74
1 0100.215.01.121.50 2012,,3154,EQUIPAM.PROCESOS INFORMAC. MANTENIMIENTO,,781.66,,781.66,,781.66,781.66,781.66,781.66
1 0100.215.02.121.50 2013,,987,MANTENIMIENTO DE APLICACIONES,48753.0,48753.0,,47440.68,1312.32,47440.68,44205.14,44205.14,44205.14
1 0100.215.02.121.50 2012,,3155,MANTENIMIENTO DE APLICACIONES,,7977.01,,,7977.01,,,,
1 0100.220.01.121.10 2013,,2778,ORDINARIO NO INVENTARIABLE,3000.0,3000.0,,2866.49,133.51,2866.49,1784.27,1784.27,1784.27
1 0100.220.01.121.10 2012,,3156,ORDINARIO NO INVENTARIABLE,,387.04,,,387.04,,,,
1 0100.220.03.121.50 2013,,52,MATERIAL INFORMATICO NO INVENTARIABLE,1545.0,1545.0,,699.86,845.14,699.86,699.86,699.86,699.86
1 0100.221.05.121.10 2013,,925,VESTUARIO CONSERJE Y ORDENANZAS,1442.0,1442.0,,1169.56,272.44,1169.56,1169.56,1169.56,1169.56
1 0100.222.01.121.50 2013,,79,TELEFONICAS,125557.0,125557.0,,141338.57,-15781.57,141338.57,119216.62,119216.62,119216.62
1 0100.222.05.121.50 2013,,53,INFORMATICAS (TELEPROCESO),2441.1,2441.1,,,2441.1,,,,
1 0100.224.99.121.10 2013,,82,OTROS RIESGOS (SEGURO RESPONSAB. CIVIL),77250.0,77250.0,,72946.52,4303.48,72946.52,72946.52,72946.52,72946.52
1 0100.226.02.111.00 2013,,2531,ATENCIONES PROTOCOLARIAS Y REPRESENTATIV,18000.0,18000.0,,13022.93,4977.07,13022.93,13022.93,13022.93,13022.93
1 0100.226.02.313.50 2013,,2271,DONATIVOS DESASTRES NATURALES,7000.0,7000.0,,4800.0,2200.0,4800.0,4800.0,4800.0,4800.0
1 0100.226.03.111.00 2013,,84,PUBLICIDAD Y PROPAGANDA,6695.0,6695.0,,4163.26,2531.74,4163.26,3558.26,3558.26,3558.26
1 0100.226.03.111.00 2012,,3157,PUBLICIDAD Y PROPAGANDA,,484.0,,484.0,,484.0,484.0,484.0,484.0
1 0100.226.04.121.10 2013,,18,JURIDICOS,87550.0,87550.0,,87550.0,,87550.0,77726.43,77726.43,77726.43
1 0100.226.04.121.10 2011,,3158,JURIDICOS,,12920.4,,12920.4,,12920.4,7260.0,7260.0,7260.0
1 0100.226.83.111.00 2013,,85,PUBLICIDAD Y PROMOCION EN T.V.,8240.0,8240.0,,7163.2,1076.8,7163.2,7163.2,7163.2,7163.2
1 0100.226.99.111.00 2012,,3159,ACTUACIONES URGENTES EN BARRIOS,,20520.87,,19087.26,1433.61,19087.26,19087.26,19087.26,19087.26
1 0100.226.99.121.10 2013,,1426,INDEMNZ.COMPENS.A TERCER.Y COB.OTR.RIEGO,41200.0,41200.0,,13445.38,27754.62,13445.38,13445.38,13445.38,13445.38
1 0100.226.99.121.80 2013,,74,OTROS GASTOS DIVERSOS,19570.0,19570.0,,19523.62,46.38,19523.62,19523.62,19523.62,19523.62
1 0100.226.99.190.00 2013,,2010,CREDITO GLOBAL,100000.0,52660.28,,,52660.28,,,,
1 0100.227.07.121.40 2013,,40,ESTUD.Y TRAB.TECNIC.SELECCION PERSONAL,1000.0,3000.0,,2903.65,96.35,2903.65,2903.65,2903.65,2903.65
1 0100.227.20.121.50 2013,,54,CONVENIO IZFE,100532.12,100532.12,,95303.81,5228.31,95303.81,95303.81,95303.81,95303.81
1 0100.227.92.121.40 2013,,41,SERVICIO DE PREVENCION DE SALUD LABORAL,23245.0,23245.0,,16633.22,6611.78,16633.22,16633.22,16633.22,16633.22
1 0100.227.97.121.50 2013,,3278,ADECUAR WEB A DISPOSITIVOS MOVILES,,5445.0,,5454.68,-9.68,5454.68,5454.68,5454.68,5454.68
1 0100.227.99.111.00 2013,,2532,OTROS TRABAJOS EXTERIORES,13000.0,13000.0,,12259.38,740.62,12259.38,11237.82,11237.82,11237.82
1 0100.227.99.121.10 2013,,2894,OTROS TRABAJOS EXTERIORES.,5549.0,5549.0,,4764.35,784.65,4764.35,4764.35,4764.35,4764.35
1 0100.227.99.121.40 2013,,42,OTROS TRAB.EXTERIOR. MEDICO EMPRESA,12000.0,12000.0,,11757.48,242.52,11757.48,11757.48,11757.48,11757.48
1 0100.227.99.121.50 2013,,55,OTROS TRAB.EXTER.ASISTENCIA TECNICA,3090.0,3090.0,,1754.5,1335.5,1754.5,1754.5,1754.5,1754.5
1 0100.227.99.313.50 2013,,129,OTROS TRAB.EXT.ASIST.TEC.COOP.SOCIAL,11000.0,11000.0,,9420.73,1579.27,9420.73,8280.71,8280.71,8280.71
1 0100.227.99.313.50 2012,,3161,OTROS TRAB.EXT.ASIST.TEC.COOP.SOCIAL,,460.0,,460.0,,460.0,,,
1 0100.227.99.313.50 2011,,3160,OTROS TRAB.EXT.ASIST.TEC.COOP.SOCIAL,,430.0,,430.0,,430.0,,,
1 0100.230.01.121.40 2013,,43,"DIETAS,LOCOMOC. Y TRASLADO PERSONAL",5600.0,7600.0,,6257.25,1342.75,6257.25,6257.25,6257.25,6257.25
1 0100.231.01.111.00 2013,,9,"DIETAS,LOCOM. Y TRASL.ALTOS CARGOS",12000.0,12000.0,,2908.28,9091.72,2908.28,2908.28,2908.28,2908.28
1 0100.231.02.111.00 2013,,2777,DIETAS ASIST. A COMISIONES ALTOS CARGOS,106612.0,106612.0,,105053.0,1559.0,105053.0,105053.0,105053.0,105053.0
1 0100.409.01.111.00 2013,,1133,OTRAS ENTIDADES PUBLIC.FEMP,1800.0,1800.0,,1548.64,251.36,1548.64,1548.64,1548.64,1548.64
1 0100.419.01.111.00 2013,,87,OTROS ENTES PUBLICOS. EUDEL,4700.0,4700.0,,4507.59,192.41,4507.59,4507.59,4507.59,4507.59
1 0100.480.01.313.50 2013,,2272,A FAMILIAS. ELKARTASUN BEKAK,2700.0,2700.0,,,2700.0,,,,
1 0100.480.01.313.50 2012,,3162,A FAMILIAS. ELKARTASUN BEKAK,,1350.0,,1350.0,,1350.0,1012.15,1012.15,1012.15
1 0100.481.01.111.00 2013,,2000,ASIGNACION.ECONOMICAS A GRUPOS POLITICOS,126972.0,126972.0,,126972.0,,126972.0,126972.0,126972.0,126972.0
1 0100.481.08.313.50 2013,,130,TRANSF.A ENTID. PAISES EMPOBRECIDOS,189157.0,189157.0,,179560.0,9597.0,179560.0,134670.0,134670.0,134670.0
1 0100.481.08.313.50 2012,,3165,TRANSF.A ENTID. PAISES EMPOBRECIDOS,,47309.25,,47309.25,,47309.25,22229.75,22229.75,22229.75
1 0100.481.08.313.50 2011,,3164,TRANSF.A ENTID. AYUDAS TERCER MUNDO,,40232.5,,40232.5,,40232.5,30508.75,30508.75,30508.75
1 0100.481.08.313.50 2010,,3163,TRANSF.A ENTID. AYUDAS TERCER MUNDO,,14295.25,,14295.25,,14295.25,14295.25,14295.25,14295.25
1 0100.626.01.121.50 2013,,56,EQUIPOS PARA PROCESOS DE INFORMACION,36085.0,95085.0,,82416.28,12668.72,82416.28,22616.28,22616.28,22616.28
1 0100.626.01.121.50 2012,,3166,EQUIPOS PARA PROCESOS DE INFORMACION,,6897.31,,6897.31,,6897.31,6897.31,6897.31,6897.31
1 0100.626.02.121.50 2013,,3279,EQUIPOS WIFI,,35000.0,,34717.32,282.68,34717.32,,,
1 0100.645.01.121.50 2013,,57,APLICACIONES INFORMATICAS,23575.0,23575.0,,22010.97,1564.03,22010.97,22010.97,22010.97,22010.97
1 0100.645.01.121.50 2012,,3167,APLICACIONES INFORMATICAS,,10696.4,,10696.4,,10696.4,10696.4,10696.4,10696.4
1 0100.823.01.121.40 2013,,44,ANTICIPOS AL PERSONAL (A CORTO PLAZO),49556.13,49556.13,,46374.37,3181.76,46374.37,46374.37,46374.37,46374.37
1 0100.833.01.121.40 2013,,45,ANTICIPOS AL PERSONAL (A LARGO PLAZO),24000.0,24000.0,,14424.28,9575.72,14424.28,14424.28,14424.28,14424.28
1 0100.861.02.121.40 2013,,3281,FONDO PLENO 20-12-2012(ART.2 R.D.L.20/12,,694794.56,,694794.56,,694794.56,694794.56,694794.56,694794.56
1 0200.120.01.222.10 2013,,91,RETRIBUCIONES BASICAS,567063.48,567063.48,,512191.33,54872.15,512191.33,512191.33,512191.33,512191.33
1 0200.121.99.222.10 2013,,92,COMPLEMENTOS VARIOS,1164351.58,1164351.58,,1140204.6,24146.98,1140204.6,1140204.6,1140204.6,1140204.6
1 0200.160.01.222.10 2013,,93,SEGURIDAD SOCIAL,524488.95,524488.95,,500248.64,24240.31,500248.64,500248.64,500248.64,500248.64
1 0200.160.04.222.10 2013,,94,CUOTAS ELKARKIDETZA,44078.58,44078.58,,4631.44,39447.14,4631.44,4631.44,4631.44,4631.44
1 0200.160.06.222.10 2013,,95,S.A.S.F.A.L.,29491.2,29491.2,,29549.96,-58.76,29549.96,29549.96,29549.96,29549.96
1 0200.212.01.222.10 2013,,623,"MAQ.,INST.UTILL.MANTTO.ALARMAS",6180.0,10180.0,,5503.72,4676.28,5503.72,5503.72,5503.72,5503.72
1 0200.213.01.222.10 2013,,60,MATERIAL DE TRANSPORTE. MANTENIMIENTO,14420.0,14420.0,,9841.9,4578.1,9841.9,9841.9,9841.9,9841.9
1 0200.221.04.222.10 2013,,2781,COMBUSTIBLES Y CARBURANTES,9064.0,9064.0,,11156.85,-2092.85,11156.85,11156.85,11156.85,11156.85
1 0200.221.05.222.10 2013,,97,VESTUARIO,30900.0,30900.0,,28024.28,2875.72,28024.28,28024.28,28024.28,28024.28
1 0200.221.05.222.10 2012,,3168,VESTUARIO,,25800.0,,25258.75,541.25,25258.75,25258.75,25258.75,25258.75
1 0200.221.99.222.10 2013,,98,OTROS SUMINISTROS,9270.0,9270.0,,7764.54,1505.46,7764.54,7764.54,7764.54,7764.54
1 0200.224.02.222.10 2013,,61,DE VEHICULOS. SEGUROS,2060.0,2060.0,,1882.84,177.16,1882.84,1882.84,1882.84,1882.84
1 0200.227.99.222.10 2013,,100,OTROS TRABAJOS EXTERIORES. GRUA,103000.0,103000.0,,80532.47,22467.53,80532.47,80532.47,80532.47,80532.47
1 0200.624.01.222.10 2013,,2872,MATERIAL DE TRANSPORTE,19500.0,21000.0,,20993.03,6.97,20993.03,20993.03,20993.03,20993.03
1 0300.120.01.313.21 2013,,2782,RETRIBUCIONES BASICAS,17565.35,17565.35,,16884.01,681.34,16884.01,16884.01,16884.01,16884.01
1 0300.120.01.313.22 2013,,1394,RETRIBUCIONES BASICAS,24002.17,24002.17,,8091.12,15911.05,8091.12,8091.12,8091.12,8091.12
1 0300.120.01.313.24 2013,,2873,RETRIBUCIONES BASICAS,14886.6,14886.6,,14310.34,576.26,14310.34,14310.34,14310.34,14310.34
1 0300.120.01.313.90 2013,,133,RETRIBUCIONES BASICAS,157644.58,157644.58,,108048.65,49595.93,108048.65,108048.65,108048.65,108048.65
1 0300.121.99.313.21 2013,,2783,COMPLEMENTOS VARIOS,26508.37,26508.37,,27577.32,-1068.95,27577.32,27577.32,27577.32,27577.32
1 0300.121.99.313.22 2013,,3091,COMPLEMENTOS VARIOS,,,,16058.79,-16058.79,16058.79,16058.79,16058.79,16058.79
1 0300.121.99.313.24 2013,,2874,COMPLEMENTOS VARIOS,22113.14,22113.14,,22698.8,-585.66,22698.8,22698.8,22698.8,22698.8
1 0300.121.99.313.90 2013,,134,COMPLEMENTOS VARIOS,141133.6,141133.6,,177455.93,-36322.33,177455.93,177455.93,177455.93,177455.93
1 0300.130.03.313.10 2013,,3133,REMUNERACIONES PERSONAL LABORAL FIJO,264355.55,264355.55,,279594.9,-15239.35,279594.9,279594.9,279594.9,279594.9
1 0300.131.01.313.10 2013,,3134,LABORAL EVENTUAL,12499.44,12499.44,,12511.81,-12.37,12511.81,12511.81,12511.81,12511.81
1 0300.131.01.313.90 2013,,1478,LABORAL EVENTUAL,57115.84,65437.62,,71573.14,-6135.52,71573.14,71573.14,71573.14,71573.14
1 0300.160.01.313.10 2013,,3135,SEGURIDAD SOCIAL,97458.66,97458.66,,88865.0,8593.66,88865.0,88865.0,88865.0,88865.0
1 0300.160.01.313.21 2013,,2784,SEGURIDAD SOCIAL,12128.89,12128.89,,12741.48,-612.59,12741.48,12741.48,12741.48,12741.48
1 0300.160.01.313.22 2013,,1396,SEGURIDAD SOCIAL,6037.18,6037.18,,6370.8,-333.62,6370.8,6370.8,6370.8,6370.8
1 0300.160.01.313.24 2013,,1408,SEGURIDAD SOCIAL,11375.28,11375.28,,11358.72,16.56,11358.72,11358.72,11358.72,11358.72
1 0300.160.01.313.90 2013,,136,SEGURIDAD SOCIAL,102993.49,102993.49,,88080.25,14913.24,88080.25,88080.25,88080.25,88080.25
1 0300.160.04.313.10 2013,,3136,CUOTAS ELKARKIDETZA,11769.66,11769.66,,1087.66,10682.0,1087.66,1087.66,1087.66,1087.66
1 0300.160.04.313.21 2013,,2785,CUOTAS ELKARKIDETZA,1377.74,1377.74,,138.46,1239.28,138.46,138.46,138.46,138.46
1 0300.160.04.313.22 2013,,1397,CUOTAS ELKARKIDETZA,688.87,688.87,,69.3,619.57,69.3,69.3,69.3,69.3
1 0300.160.04.313.90 2013,,137,CUOTAS ELKARKIDETZA,4428.45,4428.45,,484.54,3943.91,484.54,484.54,484.54,484.54
1 0300.160.06.313.21 2013,,2786,S.A.S.F.A.L.,1228.8,1228.8,,1261.92,-33.12,1261.92,1261.92,1261.92,1261.92
1 0300.160.06.313.22 2013,,1398,S.A.S.F.A.L.,614.4,614.4,,630.96,-16.56,630.96,630.96,630.96,630.96
1 0300.160.06.313.90 2013,,138,S.A.S.F.A.L.,3072.0,3072.0,,3154.8,-82.8,3154.8,3154.8,3154.8,3154.8
1 0300.201.01.313.20 2013,,1382,EDIFICIOS Y OTRAS CONSTRUCCIONES,15465.0,15465.0,,12051.54,3413.46,12051.54,12051.54,12051.54,12051.54
1 0300.201.01.456.20 2013,,317,EDIF. Y OTR.CONST. ALQUILER HOGAR JUBIL.,3867.82,3867.82,,3755.16,112.66,3755.16,3755.16,3755.16,3755.16
1 0300.211.01.313.20 2013,,1383,EDIFICIOS Y OTRAS CONSTRUCCIONES,4870.0,4870.0,,4099.49,770.51,4099.49,4099.49,4099.49,4099.49
1 0300.211.01.456.20 2013,,318,EDIF. Y OTR.CONST. MANTENIMIENTO,16787.1,16787.1,,8374.04,8413.06,8374.04,8374.04,8374.04,8374.04
1 0300.221.01.313.20 2013,,1384,ENERGIA ELECTRICA,6365.4,6365.4,,4815.05,1550.35,4815.05,4815.05,4815.05,4815.05
1 0300.221.01.456.20 2013,,319,ENERGIA ELECTRICA,25029.0,25029.0,,23043.68,1985.32,23043.68,23043.68,23043.68,23043.68
1 0300.221.02.313.90 2013,,2273,SUMIN.AGUA. REGLAMENTO AYUDA FAMILIAS,148307.0,9226.43,,9226.43,,9226.43,9226.43,9226.43,9226.43
1 0300.221.04.313.20 2013,,1385,COMBUSTIBLES Y CARBURANTES,309.0,309.0,,180.36,128.64,180.36,147.63,147.63,147.63
1 0300.221.04.456.20 2013,,320,COMBUSTIBLES Y CARBURANTES,16480.0,16480.0,,14541.25,1938.75,14541.25,13895.81,13895.81,13895.81
1 0300.221.05.313.10 2013,,3137,VESTUARIAO,880.65,880.65,,719.22,161.43,719.22,547.7,547.7,547.7
1 0300.221.99.313.21 2013,,2269,OTROS SUMINISTROS. PISO MUJER,1030.0,1030.0,,,1030.0,,,,
1 0300.226.02.313.90 2013,,2274,DONATIVOS A ASOCIAC. SIN ANIMO DE LUCRO,24800.0,25500.0,,25500.0,,25500.0,25500.0,25500.0,25500.0
1 0300.226.64.313.23 2013,,1404,INTERV.GLOBAL COLECT.DIFIC.INTEGRACION,20015.0,20015.0,,17881.92,2133.08,17881.92,17881.92,17881.92,17881.92
1 0300.226.68.313.90 2013,,1410,ALOJAMIENTOS DE URGENCIA,927.0,927.0,,65.0,862.0,65.0,65.0,65.0,65.0
1 0300.226.85.313.90 2013,,3147,GASTOS DIVERSOS. BANCO DE ALIMENTOS CRUZ,5800.0,5800.0,,5006.95,793.05,5006.95,5006.95,5006.95,5006.95
1 0300.226.99.313.21 2013,,1392,OTROS GASTOS DIVERSOS,55620.0,55620.0,,55426.88,193.12,55426.88,39809.28,39809.28,39809.28
1 0300.226.99.313.21 2012,,3170,OTROS GASTOS DIVERSOS,,9000.0,,9000.0,,9000.0,9000.0,9000.0,9000.0
1 0300.226.99.313.22 2013,,1399,OTROS GASTOS DIVERSOS,26863.43,26863.43,,24294.67,2568.76,24294.67,24294.67,24294.67,24294.67
1 0300.226.99.313.24 2013,,1409,OTROS GASTOS DIVERSOS,7313.0,7313.0,,5777.88,1535.12,5777.88,5777.88,5777.88,5777.88
1 0300.226.99.313.90 2013,,1411,OTROS GASTOS DIV.TRANSEUNTES,2060.0,2060.0,,2014.1,45.9,2014.1,2014.1,2014.1,2014.1
1 0300.227.01.313.20 2013,,1386,LIMPIEZA,19440.0,19440.0,,13181.06,6258.94,13181.06,13181.06,13181.06,13181.06
1 0300.227.04.313.23 2013,,1405,CONTR.SOCIO-CULT.MEDIO ABIERTO,72450.0,72450.0,,71382.39,1067.61,71382.39,71382.39,71382.39,71382.39
1 0300.227.11.313.23 2013,,1406,CONTR.INTERV.FAMIL.MEN.SIT.RIESGO,62100.0,62100.0,,57683.48,4416.52,57683.48,57683.48,57683.48,57683.48
1 0300.227.90.313.10 2013,,3138,TRABAJOS EXTERNOS,331569.78,331569.78,,312306.65,19263.13,312306.65,312306.65,312306.65,312306.65
1 0300.227.99.313.10 2013,,1430,OTROS TRAB.EXTER.SERV.SOCIOEDUC.PISO 3ª,3090.0,3090.0,,,3090.0,,,,
1 0300.227.99.313.21 2013,,2270,OTROS TRABAJOS EXTERIORES.,412.0,412.0,,,412.0,,,,
1 0300.227.99.313.90 2013,,2376,OTROS TRABAJOS EXTERIORES,515.0,515.0,,,515.0,,,,
1 0300.422.02.313.10 2013,,107,TRANSFERENCIA A OTRAS RESIDENCIAS,32000.0,32000.0,,22704.35,9295.65,22704.35,22704.35,22704.35,22704.35
1 0300.431.03.313.10 2013,,106,O.A.A. RESIDENCIA DE ANCIANOS S.ANDRES,362325.0,259325.0,,160000.0,99325.0,160000.0,160000.0,160000.0,160000.0
1 0300.480.02.313.90 2013,,3259,A FAMILIAS. TRANSPORTE CENTRO DIA EXCLUS,2200.0,2200.0,,,2200.0,,,,
1 0300.480.03.313.90 2013,,1413,A FAMILIAS. A.E.S.,225000.0,294235.5,,266083.54,28151.96,266083.54,249844.58,249844.58,249844.58
1 0300.480.03.313.90 2012,,3175,A FAMILIAS. A.E.S.,,11062.52,,11062.52,,11062.52,11062.52,11062.52,11062.52
1 0300.480.04.313.22 2013,,1400,A FAMILIAS. DROGADICCION,3600.0,3600.0,,,3600.0,,,,
1 0300.480.04.313.22 2012,,3177,A FAMILIAS. DROGADICCION,,980.0,,90.0,890.0,90.0,90.0,90.0,90.0
1 0300.480.07.313.10 2013,,108,A FAMILIAS. PROGRAMA DE ACOGIDA,6831.68,6831.68,,6599.52,232.16,6599.52,6599.52,6599.52,6599.52
1 0300.480.16.313.90 2013,,3277,A FAMILIAS.SUBV.DESMPL.Y PENION.ESC.RECU,,139080.57,,26850.0,112230.57,26850.0,26850.0,26850.0,26850.0
1 0300.481.07.456.20 2013,,321,A INSTIT.SIN F.LUCRO. HOGARES JUBILADOS,35750.0,40750.0,,37116.21,3633.79,37116.21,33516.21,33516.21,33516.21
1 0300.481.07.456.20 2012,,3178,A INSTIT.SIN F.LUCRO. HOGARES JUBILADOS,,414.0,,414.0,,414.0,414.0,414.0,414.0
1 0600.120.01.432.10 2013,,178,RETRIBUCIONES BASICAS,94683.02,94683.02,,90625.24,4057.78,90625.24,90625.24,90625.24,90625.24
1 0600.120.01.511.00 2013,,322,RETRIBUCIONES BASICAS,114785.19,114785.19,,108944.81,5840.38,108944.81,108944.81,108944.81,108944.81
1 0600.121.99.432.10 2013,,179,COMPLEMENTOS VARIOS,197623.88,197623.88,,202663.85,-5039.97,202663.85,202663.85,202663.85,202663.85
1 0600.121.99.511.00 2013,,323,COMPLEMENTOS VARIOS,228159.93,228159.93,,228360.78,-200.85,228360.78,228360.78,228360.78,228360.78
1 0600.131.01.432.10 2013,,954,LABORAL EVENTUAL,31357.9,31357.9,,31371.1,-13.2,31371.1,31371.1,31371.1,31371.1
1 0600.160.01.432.10 2013,,181,SEGURIDAD SOCIAL,76668.87,76668.87,,76711.54,-42.67,76711.54,76711.54,76711.54,76711.54
1 0600.160.01.511.00 2013,,325,SEGURIDAD SOCIAL,87777.82,87777.82,,88090.17,-312.35,88090.17,88090.17,88090.17,88090.17
1 0600.160.04.432.10 2013,,182,CUOTAS ELKARKIDETZA,7772.24,7772.24,,611.38,7160.86,611.38,611.38,611.38,611.38
1 0600.160.04.511.00 2013,,326,CUOTAS ELKARKIDETZA,7462.56,7462.56,,749.84,6712.72,749.84,749.84,749.84,749.84
1 0600.160.06.432.10 2013,,183,S.A.S.F.A.L.,3686.4,3686.4,,3785.76,-99.36,3785.76,3785.76,3785.76,3785.76
1 0600.160.06.511.00 2013,,327,S.A.S.F.A.L.,6144.0,6144.0,,6309.6,-165.6,6309.6,6309.6,6309.6,6309.6
1 0600.226.99.432.10 2013,,2875,OTROS GASTOS DIVERSOS.EJECUCION SUBSIDIA,12000.0,57704.19,,57704.19,,4114.0,,,
1 0600.226.99.432.10 2012,,3179,OTROS GASTOS DIVERSOS.EJECUCION SUBSIDIA,,14399.0,,14399.0,,14399.0,14399.0,14399.0,14399.0
1 0600.227.07.432.10 2013,,184,HONOR.POR ESTUDIOS Y TRABAJOS TECNICOS,15450.0,15450.0,,1730.3,13719.7,1730.3,,,
1 0600.227.99.432.10 2013,,185,CONTRATOS EXTERNOS. MEDICIONES,2060.0,2060.0,,,2060.0,,,,
